,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,sunset,codesum,sunrise
27,8,2012-01-28,61.0,43.0,73.26807760141094,4.0,34.0,44.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.96,30.06,8.2,1.0,8.5,2012,1,28,-, ,-
28,8,2012-01-29,63.0,37.0,73.26807760141094,5.0,33.0,42.0,3.1922398589065257,11.46031746031746,0.0,0.0,30.04,30.19,1.5,16.0,2.0,2012,1,29,-, ,-
29,8,2012-01-30,68.0,41.0,73.26807760141094,0.0,48.0,52.0,3.1922398589065257,11.46031746031746,0.0,0.06,29.87,30.04,4.2,15.0,4.4,2012,1,30,-,RA HZ,-
30,8,2012-01-31,72.0,57.0,73.26807760141094,6.0,58.81015228426396,63.51802265705458,3.1922398589065257,11.46031746031746,0.0,0.38,29.75,29.93,4.812662013958124,18.176470588235293,2.2,2012,1,31,-,RA BR,-
31,8,2012-02-01,77.0,63.0,73.26807760141094,1.0,58.0,62.0,3.1922398589065257,11.46031746031746,0.0,0.01,29.71,29.86,0.7,23.0,1.4,2012,2,1,-,DZ FG BR HZ,-
32,8,2012-02-02,77.0,59.0,73.26807760141094,7.0,59.0,63.0,3.1922398589065257,11.46031746031746,0.0,0.02,29.67,29.98,4.4,14.0,4.2,2012,2,2,-,RA DZ FG+ FG BR HZ VCTS,-
33,8,2012-02-03,79.0,66.0,73.26807760141094,11.0,62.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.02,29.59,29.81,8.3,16.0,8.5,2012,2,3,-,RA HZ,-
34,8,2012-02-04,72.0,52.0,73.26807760141094,4.0,47.0,52.0,3.1922398589065257,11.46031746031746,0.0,0.25,29.75,30.06,8.6,35.0,10.6,2012,2,4,-,RA VCTS,-
35,8,2012-02-05,52.0,45.0,73.26807760141094,16.0,38.0,43.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.93,30.19,11.5,36.0,11.9,2012,2,5,-,RA DZ,-
36,8,2012-02-06,54.0,41.0,73.26807760141094,2.0,37.0,43.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.91,29.98,3.5,36.0,4.0,2012,2,6,-, ,-
37,8,2012-02-07,63.0,46.0,73.26807760141094,2.0,43.0,48.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.85,29.98,0.7,36.0,0.8,2012,2,7,-, ,-
38,8,2012-02-08,55.0,45.0,73.26807760141094,2.0,42.0,46.0,3.1922398589065257,11.46031746031746,0.0,0.0,30.0,29.98,5.5,36.0,5.7,2012,2,8,-, ,-
39,8,2012-02-09,55.0,39.0,73.26807760141094,5.0,41.0,45.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.88,30.19,1.3,9.0,3.2,2012,2,9,-,RA BR HZ,-
40,8,2012-02-10,61.0,45.0,73.26807760141094,2.0,43.0,48.0,3.1922398589065257,11.46031746031746,0.0,0.27,29.79,29.98,4.5,35.0,4.6,2012,2,10,-,RA DZ BR,-
41,8,2012-02-11,52.0,36.0,73.26807760141094,2.0,29.0,38.0,3.1922398589065257,11.46031746031746,0.0,0.0,30.06,30.09,9.1,1.0,9.3,2012,2,11,-, ,-
42,8,2012-02-12,45.0,32.0,73.26807760141094,2.0,27.0,34.0,3.1922398589065257,11.46031746031746,0.0,0.0,30.06,30.09,4.1,9.0,6.2,2012,2,12,-,DZ SN,-
43,8,2012-02-13,61.0,43.0,73.26807760141094,16.0,45.0,47.0,3.1922398589065257,11.46031746031746,0.0,0.87,29.61,29.95,0.5,11.0,3.6,2012,2,13,-,RA DZ FG BR,-
44,8,2012-02-14,68.0,41.0,73.26807760141094,3.0,50.0,53.0,3.1922398589065257,11.46031746031746,0.0,0.03,29.57,30.05,3.5,15.0,3.3,2012,2,14,-,RA FG+ FG BR,-
45,8,2012-02-15,75.0,59.0,73.26807760141094,7.0,57.0,60.0,3.1922398589065257,11.46031746031746,0.0,0.2,29.57,29.98,0.7,13.0,1.8,2012,2,15,-,TSRA RA FG BR HZ,-
46,8,2012-02-16,59.0,50.0,73.26807760141094,5.0,45.0,50.0,3.1922398589065257,11.46031746031746,0.0,0.01,29.75,30.02,4.7,1.0,4.8,2012,2,16,-,RA BR HZ,-
47,8,2012-02-17,59.0,54.0,73.26807760141094,0.0,52.0,54.0,3.1922398589065257,11.46031746031746,0.0,0.7,29.65,30.09,3.9,6.0,4.1,2012,2,17,-,RA DZ BR HZ,-
48,8,2012-02-18,61.0,50.0,73.26807760141094,16.0,48.0,51.0,3.1922398589065257,11.46031746031746,0.0,1.33,29.49,29.95,7.6,35.0,9.4,2012,2,18,-,RA VCTS,-
49,8,2012-02-19,61.0,48.0,73.26807760141094,2.0,43.0,48.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.72,29.98,3.6,36.0,5.8,2012,2,19,-, ,-
50,8,2012-02-20,66.0,46.0,73.26807760141094,3.0,50.0,53.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.7,30.05,5.2,16.0,5.5,2012,2,20,-,RA BR,-
51,8,2012-02-21,73.0,52.0,73.26807760141094,7.0,52.0,57.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.72,30.07,3.7,18.0,4.1,2012,2,21,-,BR HZ,-
52,8,2012-02-22,81.0,63.0,73.26807760141094,11.0,58.0,63.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.48,29.81,7.0,21.0,7.3,2012,2,22,-,BR HZ,-
53,8,2012-02-23,82.0,64.0,73.26807760141094,11.0,64.0,67.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.28,29.81,7.7,20.0,8.7,2012,2,23,-,BR HZ,-
54,8,2012-02-24,70.0,46.0,73.26807760141094,0.0,31.0,44.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.77,29.88,11.3,1.0,12.2,2012,2,24,-,BR,-
55,8,2012-02-25,59.0,43.0,73.26807760141094,5.0,34.0,43.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.98,30.19,1.8,19.0,2.7,2012,2,25,-, ,-
56,8,2012-02-26,64.0,37.0,73.26807760141094,0.0,45.0,50.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.79,30.04,5.3,16.0,5.5,2012,2,26,-, ,-
57,8,2012-02-27,72.0,61.0,73.26807760141094,7.0,56.0,60.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.8,29.93,5.2,10.0,5.5,2012,2,27,-, ,-
58,8,2012-02-28,79.0,61.0,73.26807760141094,0.0,61.0,64.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.67,29.88,10.3,17.0,11.0,2012,2,28,-,DZ BR HZ,-
59,8,2012-02-29,77.0,64.0,73.26807760141094,7.0,58.81015228426396,63.51802265705458,3.1922398589065257,11.46031746031746,0.0,0.0,29.62,29.98,4.812662013958124,18.176470588235293,4.7,2012,2,29,-,BR HZ,-
60,8,2012-03-01,79.0,66.0,73.26807760141094,11.0,64.0,67.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.48,29.81,7.2,18.0,6.5,2012,3,1,-,DZ BR HZ,-
61,8,2012-03-02,79.0,63.0,73.26807760141094,7.0,54.0,62.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.37,29.98,0.7,13.0,6.3,2012,3,2,-,HZ,-
62,8,2012-03-03,64.0,45.0,73.26807760141094,16.0,35.0,47.0,3.1922398589065257,11.46031746031746,0.0,0.04,29.66,30.19,8.6,36.0,9.0,2012,3,3,-,RA,-
63,8,2012-03-04,70.0,36.0,73.26807760141094,5.0,35.0,46.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.85,30.19,3.5,21.0,3.6,2012,3,4,-, ,-
64,8,2012-03-05,75.0,41.0,73.26807760141094,5.0,43.0,50.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.93,30.19,5.2,17.0,5.7,2012,3,5,-, ,-
65,8,2012-03-06,73.0,50.0,73.26807760141094,4.0,54.0,58.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.79,30.06,9.7,16.0,9.6,2012,3,6,-, ,-
66,8,2012-03-07,73.0,64.0,73.26807760141094,0.0,61.0,64.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.62,29.88,12.5,16.0,12.5,2012,3,7,-,RA,-
67,8,2012-03-08,73.0,50.0,73.26807760141094,16.0,60.0,63.0,3.1922398589065257,11.46031746031746,0.0,0.33,29.64,29.92,2.6,15.0,10.7,2012,3,8,-,RA DZ HZ,-
68,8,2012-03-09,50.0,46.0,73.26807760141094,16.0,44.0,46.0,3.1922398589065257,11.46031746031746,0.0,1.06,29.89,29.95,9.0,1.0,9.5,2012,3,9,-,RA DZ BR VCTS,-
69,8,2012-03-10,57.0,45.0,73.26807760141094,0.0,47.0,49.0,3.1922398589065257,11.46031746031746,0.0,0.54,29.78,30.09,3.8,6.0,5.1,2012,3,10,-,RA DZ HZ VCTS,-
70,8,2012-03-11,70.0,55.0,73.26807760141094,6.0,48.0,53.0,3.1922398589065257,11.46031746031746,0.0,1.39,29.65,29.93,2.2,18.0,3.1,2012,3,11,-,TSRA RA DZ HZ,-
71,8,2012-03-12,73.0,55.0,73.26807760141094,7.0,51.0,56.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.7,30.07,3.8,17.0,3.8,2012,3,12,-,HZ,-
72,8,2012-03-13,79.0,66.0,73.26807760141094,4.0,59.0,64.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.73,29.96,5.6,15.0,5.8,2012,3,13,-,RA HZ,-
73,8,2012-03-14,79.0,66.0,73.26807760141094,11.0,61.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.73,29.81,7.5,16.0,7.5,2012,3,14,-,HZ,-
74,8,2012-03-15,79.0,68.0,73.26807760141094,11.0,62.0,66.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.76,29.81,6.9,16.0,7.0,2012,3,15,-, ,-
75,8,2012-03-16,79.0,68.0,73.26807760141094,11.0,62.0,66.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.72,29.81,7.2,16.0,7.4,2012,3,16,-,HZ,-
76,8,2012-03-17,79.0,68.0,73.26807760141094,11.0,61.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.67,29.81,6.5,15.0,6.5,2012,3,17,-, ,-
77,8,2012-03-18,77.0,68.0,73.26807760141094,7.0,63.0,66.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.6,29.8,10.0,16.0,10.1,2012,3,18,-,RA,-
78,8,2012-03-19,79.0,70.0,73.26807760141094,14.0,63.0,67.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.41,29.68,15.1,16.0,14.6,2012,3,19,-,RA DZ,-
79,8,2012-03-20,72.0,55.0,73.26807760141094,1.0,51.0,56.0,3.1922398589065257,11.46031746031746,0.0,2.16,29.41,29.88,4.7,33.0,5.7,2012,3,20,-,TSRA RA,-
80,8,2012-03-21,72.0,54.0,73.26807760141094,4.0,41.0,51.0,3.1922398589065257,11.46031746031746,0.0,0.01,29.51,30.06,6.0,24.0,8.2,2012,3,21,-,RA DZ,-
81,8,2012-03-22,79.0,54.0,73.26807760141094,4.0,51.0,57.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.55,30.06,7.3,20.0,9.2,2012,3,22,-, ,-
82,8,2012-03-23,79.0,50.0,73.26807760141094,5.0,51.0,56.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.63,30.02,0.9,5.0,1.9,2012,3,23,-,BR,-
83,8,2012-03-24,79.0,57.0,73.26807760141094,7.0,56.0,60.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.65,29.98,0.5,14.0,0.9,2012,3,24,-,DZ FG+ FG BR,-
84,8,2012-03-25,81.0,57.0,73.26807760141094,7.0,58.0,62.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.67,29.98,0.2,18.0,1.0,2012,3,25,-,FG+ BR HZ,-
85,8,2012-03-26,81.0,59.0,73.26807760141094,7.0,57.0,62.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.67,29.98,3.3,17.0,3.5,2012,3,26,-,FG+ BR,-
86,8,2012-03-27,79.0,55.0,73.26807760141094,7.0,58.0,62.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.67,29.98,3.4,16.0,3.9,2012,3,27,-,BR,-
87,8,2012-03-28,79.0,63.0,73.26807760141094,7.0,63.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.01,29.63,29.98,3.3,15.0,3.5,2012,3,28,-,RA BR VCTS,-
88,8,2012-03-29,77.0,68.0,73.26807760141094,4.0,63.0,66.0,3.1922398589065257,11.46031746031746,0.0,0.04,29.52,29.96,5.2,15.0,5.2,2012,3,29,-,RA BR HZ,-
89,8,2012-03-30,81.0,68.0,73.26807760141094,7.0,63.0,67.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.48,29.93,4.1,17.0,4.4,2012,3,30,-,HZ,-
90,8,2012-03-31,86.0,68.0,73.26807760141094,4.0,58.81015228426396,63.51802265705458,3.1922398589065257,11.46031746031746,0.0,0.0,29.49,29.96,4.812662013958124,18.176470588235293,7.0,2012,3,31,-,HZ,-
91,8,2012-04-01,84.0,66.0,73.26807760141094,11.0,65.0,68.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.43,29.81,7.5,17.0,7.6,2012,4,1,-,BR HZ,-
92,8,2012-04-02,82.0,70.0,73.26807760141094,11.0,66.0,69.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.3,29.81,8.9,16.0,9.8,2012,4,2,-,HZ VCTS,-
93,8,2012-04-03,82.0,64.0,73.26807760141094,11.0,66.0,70.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.39,29.81,5.1,15.0,6.8,2012,4,3,-,TS RA HZ VCTS,-
94,8,2012-04-04,79.0,61.0,73.26807760141094,1.0,61.0,64.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.46,29.86,1.7,36.0,2.5,2012,4,4,-,BR HZ VCTS,-
95,8,2012-04-05,86.0,63.0,73.26807760141094,1.0,61.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.46,29.86,2.5,30.0,4.4,2012,4,5,-,FG BR HZ,-
96,8,2012-04-06,82.0,61.0,73.26807760141094,7.0,59.0,64.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.6,29.98,3.5,12.0,3.7,2012,4,6,-, ,-
97,8,2012-04-07,82.0,61.0,73.26807760141094,7.0,60.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.73,29.98,4.5,15.0,5.0,2012,4,7,-,BR,-
98,8,2012-04-08,81.0,61.0,73.26807760141094,7.0,59.0,64.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.83,29.98,2.0,14.0,2.3,2012,4,8,-,BR,-
99,8,2012-04-09,81.0,59.0,73.26807760141094,7.0,59.0,64.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.77,29.98,2.0,18.0,2.5,2012,4,9,-,BR,-
100,8,2012-04-10,82.0,59.0,73.26807760141094,7.0,60.0,64.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.72,29.98,3.2,19.0,3.4,2012,4,10,-,BR,-
101,8,2012-04-11,84.0,59.0,73.26807760141094,7.0,60.0,64.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.7,29.98,4.2,15.0,4.3,2012,4,11,-,BR HZ,-
102,8,2012-04-12,82.0,68.0,73.26807760141094,11.0,62.0,66.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.64,29.81,7.3,16.0,7.3,2012,4,12,-,RA,-
103,8,2012-04-13,82.0,63.0,73.26807760141094,11.0,65.0,68.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.57,29.81,7.9,16.0,7.7,2012,4,13,-,BR,-
104,8,2012-04-14,81.0,73.0,73.26807760141094,7.0,67.0,70.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.49,29.8,13.6,16.0,13.7,2012,4,14,-,RA DZ,-
105,8,2012-04-15,82.0,66.0,73.26807760141094,11.0,60.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.46,29.81,4.8,17.0,9.9,2012,4,15,-,RA DZ VCTS,-
106,8,2012-04-16,72.0,59.0,73.26807760141094,5.0,56.0,60.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.67,30.02,3.6,3.0,4.1,2012,4,16,-,RA VCTS,-
107,8,2012-04-17,82.0,59.0,73.26807760141094,5.0,51.0,59.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.78,30.02,3.5,3.0,3.9,2012,4,17,-, ,-
108,8,2012-04-18,81.0,54.0,73.26807760141094,7.0,49.0,57.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.74,29.98,2.0,14.0,2.3,2012,4,18,-, ,-
109,8,2012-04-19,82.0,52.0,73.26807760141094,4.0,55.0,60.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.55,30.06,5.3,18.0,5.8,2012,4,19,-,BR HZ,-
110,8,2012-04-20,77.0,59.0,73.26807760141094,2.0,59.0,62.0,3.1922398589065257,11.46031746031746,0.0,0.17,29.5,29.98,3.7,34.0,6.3,2012,4,20,-,RA VCTS,-
111,8,2012-04-21,77.0,52.0,73.26807760141094,4.0,44.0,53.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.64,30.06,8.2,35.0,8.7,2012,4,21,-, ,-
112,8,2012-04-22,88.0,48.0,73.26807760141094,1.0,48.0,57.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.69,29.86,1.6,33.0,1.8,2012,4,22,-, ,-
113,8,2012-04-23,79.0,55.0,73.26807760141094,5.0,44.0,55.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.78,30.02,3.0,4.0,3.1,2012,4,23,-,RA,-
114,8,2012-04-24,86.0,50.0,73.26807760141094,4.0,55.0,61.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.65,30.06,6.7,18.0,6.6,2012,4,24,-,HZ,-
115,8,2012-04-25,90.0,61.0,73.26807760141094,0.0,64.0,68.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.54,29.88,10.2,18.0,10.0,2012,4,25,-, ,-
116,8,2012-04-26,90.0,68.0,73.26807760141094,7.0,65.0,69.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.5,29.8,11.5,18.0,12.1,2012,4,26,-,BR,-
117,8,2012-04-27,88.0,70.0,73.26807760141094,7.0,65.0,69.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.48,29.8,12.4,17.0,12.4,2012,4,27,-, ,-
118,8,2012-04-28,88.0,68.0,73.26807760141094,7.0,64.0,69.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.49,29.8,11.2,17.0,11.7,2012,4,28,-,BR,-
119,8,2012-04-29,88.0,72.0,73.26807760141094,7.0,66.0,70.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.56,29.8,10.3,16.0,10.5,2012,4,29,-, ,-
120,8,2012-04-30,86.0,73.0,73.26807760141094,4.0,58.81015228426396,63.51802265705458,3.1922398589065257,11.46031746031746,0.0,0.0,29.61,30.06,4.812662013958124,18.176470588235293,8.3,2012,4,30,-,RA,-
121,8,2012-05-01,88.0,72.0,73.26807760141094,11.0,67.0,70.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.56,29.81,7.1,15.0,7.0,2012,5,1,-,RA DZ HZ,-
122,8,2012-05-02,90.0,72.0,73.26807760141094,4.0,67.0,71.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.52,29.96,5.8,17.0,6.0,2012,5,2,-, ,-
123,8,2012-05-03,90.0,72.0,73.26807760141094,4.0,67.0,71.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.56,29.96,6.3,17.0,6.8,2012,5,3,-,DZ HZ,-
124,8,2012-05-04,90.0,70.0,73.26807760141094,4.0,68.0,72.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.58,29.96,5.6,16.0,6.4,2012,5,4,-,BR,-
125,8,2012-05-05,93.0,72.0,73.26807760141094,1.0,70.0,73.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.52,29.99,8.2,17.0,8.2,2012,5,5,-,BR HZ,-
126,8,2012-05-06,91.0,68.0,73.26807760141094,4.0,66.0,70.0,3.1922398589065257,11.46031746031746,0.0,0.26,29.5,29.96,5.4,19.0,8.0,2012,5,6,-,TSRA RA VCTS,-
127,8,2012-05-07,91.0,68.0,73.26807760141094,7.0,67.0,71.0,3.1922398589065257,11.46031746031746,0.0,0.01,29.5,29.98,1.7,14.0,3.6,2012,5,7,-,TSRA RA FG+ BR VCTS,-
128,8,2012-05-08,72.0,66.0,73.26807760141094,6.0,63.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.58,29.59,29.93,3.4,35.0,4.7,2012,5,8,-,RA BR HZ VCTS,-
129,8,2012-05-09,82.0,64.0,73.26807760141094,7.0,60.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.6,29.93,3.6,1.0,4.0,2012,5,9,-,RA DZ HZ,-
130,8,2012-05-10,73.0,68.0,73.26807760141094,7.0,64.0,66.0,3.1922398589065257,11.46031746031746,0.0,1.17,29.51,29.93,3.1,9.0,4.6,2012,5,10,-,TS TSRA RA DZ,-
131,8,2012-05-11,82.0,63.0,73.26807760141094,5.0,61.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.49,30.02,0.3,7.0,2.2,2012,5,11,-,VCTS,-
132,8,2012-05-12,82.0,66.0,73.26807760141094,4.0,61.0,66.0,3.1922398589065257,11.46031746031746,0.0,0.05,29.68,29.96,5.8,34.0,5.9,2012,5,12,-,DZ BR HZ VCTS,-
133,8,2012-05-13,82.0,63.0,73.26807760141094,1.0,59.0,64.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.75,29.86,3.7,36.0,3.8,2012,5,13,-,HZ,-
134,8,2012-05-14,84.0,63.0,73.26807760141094,5.0,59.0,65.0,3.1922398589065257,11.46031746031746,0.0,0.0,29.67,30.02,0.3,8.0,0.9,2012,5,14,-,TSRA HZ,-
135,8,2012-05-15,70.0,63.0,73.26807760141094,1.0,61.0,63.0,3.1922398589065257,11.46031746031746,0.0,1.64,29.7,29.88,0.2,34.0,2.3,2012,5,15,-,TSRA RA DZ BR HZ,-
