,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,codesum,sunrise,sunset
24,16,2012-01-25,43.0,33.0,38.0,24.0,32.0,27.0,0.0,0.0,29.99,30.12,8.6,29.0,9.2,2012,1,25, ,-,-
25,16,2012-01-26,42.0,30.0,36.0,26.0,31.0,29.0,0.0,0.21,30.03,30.13,0.8,1.0,4.1,2012,1,26,RA SN BR,-,-
26,16,2012-01-27,45.0,33.0,39.0,38.0,40.0,26.0,0.0,1.15,29.48,29.54,2.7,35.0,7.4,2012,1,27,RA FG BR,-,-
27,16,2012-01-28,45.0,32.0,39.0,27.0,35.0,26.0,0.0,0.0,29.72,29.86,5.6,24.0,9.0,2012,1,28, ,-,-
28,16,2012-01-29,42.0,31.0,37.0,16.0,30.0,28.0,0.0,0.0,29.86,29.99,9.6,25.0,10.4,2012,1,29, ,-,-
29,16,2012-01-30,38.0,23.0,31.0,15.0,27.0,34.0,0.0,0.0,29.95,30.09,8.4,28.0,10.2,2012,1,30,SN,-,-
30,16,2012-01-31,46.0,22.0,34.0,27.0,32.0,31.0,0.0,0.0,30.03,30.11,1.8,10.0,4.0,2012,1,31,BR,-,-
31,16,2012-02-01,56.0,30.0,43.0,34.0,38.0,22.0,0.0,0.08,29.75,29.85,4.1,28.0,4.7,2012,2,1,RA FG+ FZFG BR HZ,-,-
32,16,2012-02-02,42.0,30.0,36.0,27.0,32.0,29.0,0.0,0.0,29.91,30.04,4.3,1.0,6.6,2012,2,2, ,-,-
33,16,2012-02-03,38.0,23.0,31.0,13.0,25.0,34.0,0.0,0.0,30.16,30.28,6.5,32.0,7.3,2012,2,3, ,-,-
34,16,2012-02-04,41.0,24.0,33.0,17.0,28.0,32.0,0.0,0.0,30.06,30.16,6.9,32.0,8.1,2012,2,4, ,-,-
35,16,2012-02-05,35.0,16.0,26.0,9.0,21.0,39.0,0.0,0.0,29.99,30.1,2.8,32.0,4.5,2012,2,5, ,-,-
36,16,2012-02-06,50.0,23.0,37.0,19.0,31.0,28.0,0.0,0.0,29.81,29.9,10.0,24.0,10.2,2012,2,6, ,-,-
37,16,2012-02-07,45.0,27.0,36.0,21.0,31.0,29.0,0.0,0.0,29.85,30.0,6.8,31.0,7.5,2012,2,7, ,-,-
38,16,2012-02-08,37.0,15.0,26.0,6.0,22.0,39.0,0.0,0.0,30.11,30.2,2.2,24.0,4.6,2012,2,8, ,-,-
39,16,2012-02-09,47.0,27.0,37.0,11.0,29.0,28.0,0.0,0.0,29.88,30.0,5.2,29.0,6.0,2012,2,9, ,-,-
40,16,2012-02-10,50.0,24.0,37.0,18.0,32.0,28.0,0.0,0.0,29.9,29.99,6.5,22.0,6.9,2012,2,10,RA BR,-,-
41,16,2012-02-11,40.0,28.0,34.0,28.0,31.0,31.0,0.0,0.06,29.59,29.67,4.4,34.0,6.8,2012,2,11,RA SN BR,-,-
42,16,2012-02-12,28.0,12.0,20.0,0.0,14.0,45.0,0.0,0.0,29.52,29.68,14.7,31.0,15.0,2012,2,12, ,-,-
43,16,2012-02-13,41.0,11.0,26.0,11.0,23.0,39.0,0.0,0.0,29.73,29.85,9.5,25.0,10.1,2012,2,13, ,-,-
44,16,2012-02-14,43.0,21.0,32.0,16.0,28.0,33.0,0.0,0.0,29.93,30.05,1.9,20.0,3.3,2012,2,14, ,-,-
45,16,2012-02-15,44.0,29.0,37.0,31.0,34.0,28.0,0.0,0.02,30.02,30.15,0.7,34.0,0.9,2012,2,15,RA BR,-,-
46,16,2012-02-16,46.0,26.0,36.0,31.0,35.0,29.0,0.0,0.05,30.07,30.16,1.9,18.0,2.5,2012,2,16,RA BR,-,-
47,16,2012-02-17,52.0,34.0,43.0,30.0,38.0,22.0,0.0,0.01,29.8,29.9,6.3,26.0,8.3,2012,2,17, ,-,-
48,16,2012-02-18,48.0,29.0,39.0,21.0,32.0,26.0,0.0,0.0,29.77,29.88,8.4,28.0,8.8,2012,2,18, ,-,-
49,16,2012-02-19,45.0,25.0,35.0,19.0,29.0,30.0,0.0,0.0,29.88,30.0,4.9,31.0,5.4,2012,2,19, ,-,-
50,16,2012-02-20,41.0,20.0,31.0,11.0,25.0,34.0,0.0,0.0,29.96,30.1,8.6,32.0,8.8,2012,2,20, ,-,-
51,16,2012-02-21,43.0,18.0,31.0,20.0,28.0,34.0,0.0,0.0,30.09,30.16,5.7,18.0,6.4,2012,2,21,RA,-,-
52,16,2012-02-22,56.0,34.0,45.0,31.0,39.0,20.0,0.0,0.0,29.55,29.63,6.2,23.0,7.6,2012,2,22,BR,-,-
53,16,2012-02-23,52.0,37.0,45.0,33.0,40.0,20.0,0.0,0.03,29.36,29.49,5.0,27.0,7.6,2012,2,23,RA,-,-
54,16,2012-02-24,41.0,30.0,36.0,32.0,35.0,29.0,0.0,0.8,29.54,29.59,3.6,11.0,5.2,2012,2,24,RA SN BR,-,-
55,16,2012-02-25,44.0,31.0,38.0,21.0,32.0,27.0,0.0,0.0,29.19,29.36,18.1,27.0,18.5,2012,2,25, ,-,-
56,16,2012-02-26,39.0,25.0,32.0,4.0,23.0,33.0,0.0,0.0,30.01,30.19,12.7,30.0,12.9,2012,2,26, ,-,-
57,16,2012-02-27,49.0,18.0,34.0,22.0,31.0,31.0,0.0,0.0,30.16,30.24,4.8,19.0,6.4,2012,2,27, ,-,-
58,16,2012-02-28,46.0,27.0,37.0,18.0,32.0,28.0,0.0,0.0,30.08,30.22,9.4,31.0,10.2,2012,2,28, ,-,-
59,16,2012-02-29,36.0,27.0,32.0,22.0,28.0,33.0,0.0,0.25,30.15,30.22,2.5,6.0,3.0,2012,2,29,SN FZFG BR,-,-
60,16,2012-03-01,35.0,23.0,29.0,30.0,31.0,36.0,0.0,0.81,29.72,29.85,10.9,5.0,12.0,2012,3,1,RA SN FG BR UP,-,-
61,16,2012-03-02,35.0,21.0,28.0,22.0,25.0,37.0,0.0,0.0,30.0,30.1,4.3,36.0,5.8,2012,3,2,SN,-,-
62,16,2012-03-03,42.0,33.0,38.0,36.0,38.0,27.0,0.0,0.4,29.49,29.55,4.9,17.0,9.1,2012,3,3,RA SN FG+ FG BR,-,-
63,16,2012-03-04,40.0,31.0,36.0,22.0,31.0,29.0,0.0,0.0,29.47,29.59,4.4,26.0,4.6,2012,3,4, ,-,-
64,16,2012-03-05,36.0,22.0,29.0,11.0,24.0,36.0,0.0,0.0,29.75,29.94,10.3,29.0,11.9,2012,3,5, ,-,-
65,16,2012-03-06,38.0,17.0,28.0,3.0,21.0,37.0,0.0,0.0,30.35,30.48,7.8,31.0,8.4,2012,3,6, ,-,-
66,16,2012-03-07,62.0,25.0,43.0,27.0,38.0,22.0,0.0,0.0,30.29,30.36,11.1,22.0,11.5,2012,3,7, ,-,-
67,16,2012-03-08,70.0,50.0,60.0,44.0,51.0,5.0,0.0,0.0,29.92,29.98,17.7,22.0,17.9,2012,3,8, ,-,-
68,16,2012-03-09,61.0,33.0,47.0,23.0,35.0,18.0,0.0,0.04,29.8,29.96,8.7,29.0,10.3,2012,3,9,RA SN,-,-
69,16,2012-03-10,39.0,28.0,34.0,23.0,29.0,31.0,0.0,0.03,30.22,30.37,4.2,33.0,7.4,2012,3,10,SN FG+ FZFG BR,-,-
70,16,2012-03-11,57.0,29.0,43.0,22.0,36.0,22.0,0.0,0.0,30.25,30.34,9.3,23.0,9.9,2012,3,11, ,-,-
71,16,2012-03-12,70.0,39.0,55.0,31.0,43.0,10.0,0.0,0.0,30.07,30.16,2.0,23.0,4.3,2012,3,12, ,-,-
72,16,2012-03-13,72.0,49.0,61.0,46.0,52.0,4.0,0.0,0.01,29.85,29.95,6.1,22.0,6.8,2012,3,13,RA BR,-,-
73,16,2012-03-14,54.0,38.0,43.0,39.0,40.0,22.0,0.0,0.1,29.98,30.11,7.8,4.0,8.0,2012,3,14,BR,-,-
74,16,2012-03-15,40.0,36.0,38.0,31.0,35.0,27.0,0.0,0.0,30.22,30.34,3.3,7.0,4.9,2012,3,15,RA,-,-
75,16,2012-03-16,43.0,35.0,39.0,35.0,38.0,26.0,0.0,0.05,30.11,30.19,2.3,17.0,2.5,2012,3,16,RA FG+ FG BR,-,-
76,16,2012-03-17,51.0,37.0,44.0,38.0,41.0,21.0,0.0,0.0,30.17,30.3,0.6,12.0,2.6,2012,3,17,FG+ BR,-,-
77,16,2012-03-18,77.0,38.0,58.0,43.0,50.0,7.0,0.0,0.0,30.1,30.19,6.5,23.0,6.9,2012,3,18, ,-,-
78,16,2012-03-19,77.0,43.0,60.0,44.0,50.0,5.0,0.0,0.0,30.04,30.17,2.8,3.0,5.3,2012,3,19,BR,-,-
79,16,2012-03-20,70.0,38.0,54.0,45.0,50.0,11.0,0.0,0.0,30.14,30.25,2.0,19.0,3.9,2012,3,20,BR,-,-
80,16,2012-03-21,79.0,54.0,67.0,54.0,59.0,0.0,2.0,0.0,30.14,30.24,7.2,24.0,7.5,2012,3,21, ,-,-
81,16,2012-03-22,83.0,56.0,70.0,52.0,59.0,0.0,5.0,0.0,29.97,30.05,7.0,26.0,7.7,2012,3,22, ,-,-
82,16,2012-03-23,74.0,56.0,65.0,35.0,52.0,0.0,0.0,0.0,29.91,30.02,7.6,34.0,9.2,2012,3,23, ,-,-
83,16,2012-03-24,57.0,45.0,51.0,30.0,40.0,14.0,0.0,0.0,29.98,30.09,4.1,13.0,6.0,2012,3,24, ,-,-
84,16,2012-03-25,47.0,42.0,45.0,38.0,42.0,20.0,0.0,0.07,29.79,29.86,2.7,10.0,3.9,2012,3,25,RA BR,-,-
85,16,2012-03-26,46.0,30.0,38.0,21.0,33.0,27.0,0.0,0.01,29.62,29.75,15.2,32.0,15.6,2012,3,26,RA BR,-,-
86,16,2012-03-27,48.0,25.0,37.0,0.0,26.0,28.0,0.0,0.0,29.96,30.09,13.6,32.0,13.9,2012,3,27, ,-,-
87,16,2012-03-28,52.0,32.0,42.0,29.0,38.0,23.0,0.0,0.02,29.73,29.78,3.3,16.0,5.2,2012,3,28,RA,-,-
88,16,2012-03-29,45.0,36.0,41.0,33.0,38.0,24.0,0.0,0.02,29.57,29.72,7.0,34.0,7.9,2012,3,29,RA BR,-,-
89,16,2012-03-30,49.0,32.0,41.0,17.0,33.0,24.0,0.0,0.0,29.85,29.97,8.2,31.0,9.1,2012,3,30, ,-,-
90,16,2012-03-31,45.0,29.0,37.0,29.0,35.0,28.0,0.0,0.34,29.85,29.94,3.6,6.0,5.0,2012,3,31, ,-,-
91,16,2012-04-01,52.0,27.0,40.0,32.0,36.0,25.0,0.0,0.17,29.67,29.74,3.4,16.0,4.1,2012,4,1,RA BR,-,-
92,16,2012-04-02,54.0,34.0,44.0,25.0,36.0,21.0,0.0,0.05,29.54,29.67,8.6,34.0,9.2,2012,4,2,RA BR,-,-
93,16,2012-04-03,58.0,30.0,44.0,12.0,33.0,21.0,0.0,0.0,29.65,29.74,8.9,32.0,9.2,2012,4,3, ,-,-
94,16,2012-04-04,63.0,37.0,50.0,21.0,39.0,15.0,0.0,0.02,29.47,29.56,9.0,30.0,9.3,2012,4,4, ,-,-
95,16,2012-04-05,51.0,35.0,43.0,23.0,35.0,22.0,0.0,0.0,29.63,29.76,10.8,31.0,11.2,2012,4,5, ,-,-
96,16,2012-04-06,52.0,30.0,41.0,19.0,33.0,24.0,0.0,0.0,29.78,29.9,8.4,32.0,8.7,2012,4,6, ,-,-
97,16,2012-04-07,53.0,31.0,42.0,22.0,34.0,23.0,0.0,0.0,29.84,29.95,1.8,35.0,5.8,2012,4,7, ,-,-
98,16,2012-04-08,50.0,37.0,44.0,27.0,37.0,21.0,0.0,0.0,29.65,29.72,3.2,31.0,6.8,2012,4,8, ,-,-
99,16,2012-04-09,57.0,38.0,48.0,30.0,41.0,17.0,0.0,0.07,29.41,29.51,12.2,27.0,12.6,2012,4,9,RA,-,-
100,16,2012-04-10,61.0,42.0,52.0,26.0,41.0,13.0,0.0,0.0,29.49,29.62,7.5,27.0,9.0,2012,4,10, ,-,-
101,16,2012-04-11,56.0,37.0,47.0,32.0,40.0,18.0,0.0,0.0,29.67,29.79,3.9,36.0,5.6,2012,4,11,RA,-,-
102,16,2012-04-12,55.0,37.0,46.0,37.0,41.0,19.0,0.0,0.01,29.82,29.95,5.9,35.0,7.5,2012,4,12,RA,-,-
103,16,2012-04-13,63.0,33.0,48.0,30.0,41.0,17.0,0.0,0.0,29.95,30.05,3.4,30.0,5.3,2012,4,13, ,-,-
104,16,2012-04-14,70.0,43.0,57.0,27.0,44.0,8.0,0.0,0.0,29.93,30.02,4.2,26.0,6.4,2012,4,14, ,-,-
105,16,2012-04-15,78.0,52.0,65.0,46.0,55.0,0.0,0.0,0.0,29.82,29.92,6.9,24.0,7.3,2012,4,15, ,-,-
106,16,2012-04-16,83.0,60.0,72.0,56.0,62.0,0.0,7.0,0.01,29.83,29.92,6.3,16.0,7.3,2012,4,16,RA,-,-
107,16,2012-04-17,83.0,57.0,70.0,38.0,55.0,0.0,5.0,0.0,29.83,29.96,6.7,30.0,7.9,2012,4,17, ,-,-
108,16,2012-04-18,59.0,46.0,53.0,33.0,43.0,12.0,0.0,0.0,30.05,30.16,1.0,12.0,8.1,2012,4,18, ,-,-
109,16,2012-04-19,61.0,44.0,53.0,42.0,48.0,12.0,0.0,0.0,29.93,30.03,5.8,15.0,6.9,2012,4,19, ,-,-
110,16,2012-04-20,76.0,47.0,62.0,42.0,52.0,3.0,0.0,0.0,29.83,29.93,8.7,18.0,9.6,2012,4,20, ,-,-
111,16,2012-04-21,77.0,54.0,66.0,52.0,57.0,0.0,1.0,0.0,29.67,29.75,8.5,18.0,9.6,2012,4,21, ,-,-
112,16,2012-04-22,59.0,42.0,51.0,46.0,47.0,14.0,0.0,0.85,29.65,29.75,10.0,4.0,11.8,2012,4,22,RA BR,-,-
113,16,2012-04-23,58.0,43.0,51.0,50.0,51.0,14.0,0.0,1.9,29.28,29.36,8.1,13.0,12.0,2012,4,23,RA BR,-,-
114,16,2012-04-24,58.0,46.0,52.0,34.0,43.0,13.0,0.0,0.0,29.39,29.52,10.7,20.0,11.8,2012,4,24, ,-,-
115,16,2012-04-25,63.0,41.0,52.0,32.0,43.0,13.0,0.0,0.0,29.64,29.76,7.0,25.0,8.3,2012,4,25, ,-,-
116,16,2012-04-26,57.0,37.0,47.0,37.0,44.0,18.0,0.0,0.07,29.72,29.78,5.8,16.0,9.1,2012,4,26,RA BR,-,-
117,16,2012-04-27,56.0,39.0,48.0,33.0,43.0,17.0,0.0,0.07,29.52,29.68,14.5,30.0,15.3,2012,4,27,RA BR,-,-
118,16,2012-04-28,58.0,34.0,46.0,18.0,36.0,19.0,0.0,0.0,29.91,30.04,9.6,30.0,10.2,2012,4,28, ,-,-
119,16,2012-04-29,58.0,36.0,47.0,15.0,36.0,18.0,0.0,0.0,29.95,30.07,10.0,31.0,10.7,2012,4,29, ,-,-
120,16,2012-04-30,53.0,32.0,43.0,27.0,39.0,22.0,0.0,0.0,30.13,30.24,4.4,15.0,7.1,2012,4,30, ,-,-
121,16,2012-05-01,50.0,44.0,47.0,41.0,44.0,18.0,0.0,0.7,30.02,30.13,6.3,12.0,8.9,2012,5,1,RA BR,-,-
122,16,2012-05-02,52.0,45.0,49.0,44.0,46.0,16.0,0.0,0.02,30.07,30.19,4.5,5.0,5.0,2012,5,2,RA BR,-,-
123,16,2012-05-03,54.0,46.0,50.0,45.0,47.0,15.0,0.0,0.02,30.05,30.15,4.5,13.0,4.8,2012,5,3,RA BR,-,-
124,16,2012-05-04,54.0,48.0,51.0,50.0,50.0,14.0,0.0,0.09,29.86,29.96,1.4,12.0,4.5,2012,5,4,RA BR,-,-
125,16,2012-05-05,60.0,43.0,52.0,48.0,50.0,13.0,0.0,0.02,29.86,29.99,1.9,5.0,3.3,2012,5,5,RA BR,-,-
126,16,2012-05-06,54.0,39.0,47.0,40.0,44.0,18.0,0.0,0.0,29.98,30.09,3.2,10.0,5.6,2012,5,6,BR,-,-
127,16,2012-05-07,64.0,40.0,52.0,41.0,48.0,13.0,0.0,0.0,29.99,30.1,4.3,14.0,5.8,2012,5,7, ,-,-
128,16,2012-05-08,55.0,48.0,52.0,46.0,49.0,13.0,0.0,0.4,29.9,29.98,7.1,17.0,7.9,2012,5,8,RA BR,-,-
129,16,2012-05-09,63.0,54.0,59.0,58.0,58.0,6.0,0.0,0.24,29.62,29.69,4.7,18.0,4.9,2012,5,9,RA BR,-,-
130,16,2012-05-10,63.0,47.0,55.0,48.0,52.0,10.0,0.0,0.91,29.36,29.47,7.2,29.0,8.1,2012,5,10,RA BR,-,-
131,16,2012-05-11,63.0,43.0,53.0,36.0,45.0,12.0,0.0,0.0,29.7,29.85,7.2,29.0,8.8,2012,5,11, ,-,-
132,16,2012-05-12,78.0,39.0,59.0,36.0,49.0,6.0,0.0,0.0,29.95,30.06,6.6,29.0,6.9,2012,5,12, ,-,-
133,16,2012-05-13,76.0,47.0,62.0,49.0,55.0,3.0,0.0,0.0,29.98,30.08,3.0,15.0,5.0,2012,5,13, ,-,-
134,16,2012-05-14,68.0,52.0,60.0,51.0,53.0,5.0,0.0,0.19,30.03,30.14,1.3,11.0,3.1,2012,5,14,RA BR,-,-
135,16,2012-05-15,69.0,55.0,62.0,56.0,58.0,3.0,0.0,0.43,29.99,30.08,7.7,14.0,8.3,2012,5,15,RA BR,-,-
136,16,2012-05-16,71.0,59.0,65.0,62.0,62.0,0.0,0.0,0.24,29.76,29.86,3.9,19.0,4.6,2012,5,16,RA BR,-,-
137,16,2012-05-17,67.0,44.0,56.0,42.0,51.0,9.0,0.0,0.0,29.88,30.01,7.2,32.0,8.3,2012,5,17, ,-,-
138,16,2012-05-18,63.0,40.0,52.0,41.0,48.0,13.0,0.0,0.0,30.08,30.19,5.1,14.0,5.4,2012,5,18, ,-,-
139,16,2012-05-19,68.0,42.0,55.0,43.0,50.0,10.0,0.0,0.0,30.04,30.15,3.1,14.0,3.6,2012,5,19, ,-,-
140,16,2012-05-20,72.0,47.0,60.0,45.0,52.0,5.0,0.0,0.0,30.11,30.24,4.8,14.0,4.8,2012,5,20, ,-,-
141,16,2012-05-21,65.0,46.0,56.0,54.0,55.0,9.0,0.0,0.05,30.11,30.19,3.5,10.0,4.1,2012,5,21,RA FG BR,-,-
142,16,2012-05-22,61.0,56.0,59.0,58.0,58.0,6.0,0.0,0.56,29.82,29.9,6.1,4.0,6.3,2012,5,22,RA BR,-,-
143,16,2012-05-23,72.0,58.0,65.0,60.0,61.0,0.0,0.0,0.01,29.8,29.93,2.1,12.0,4.1,2012,5,23,BR,-,-
144,16,2012-05-24,71.0,57.0,64.0,59.0,61.0,1.0,0.0,0.0,30.06,30.18,6.8,14.0,6.9,2012,5,24,BR,-,-
145,16,2012-05-25,68.0,57.0,63.0,60.0,61.0,2.0,0.0,0.0,30.09,30.18,6.0,15.0,6.7,2012,5,25,FG+ FG BR HZ,-,-
146,16,2012-05-26,83.0,61.0,72.0,65.0,68.0,0.0,7.0,0.0,29.93,30.04,5.4,25.0,6.9,2012,5,26, ,-,-
147,16,2012-05-27,72.0,57.0,65.0,53.0,58.0,0.0,0.0,0.0,29.99,30.08,3.7,10.0,6.5,2012,5,27, ,-,-
148,16,2012-05-28,71.0,58.0,65.0,57.0,60.0,0.0,0.0,0.05,29.86,29.97,4.0,9.0,7.1,2012,5,28,RA,-,-
149,16,2012-05-29,72.0,59.0,66.0,60.0,60.0,0.0,1.0,0.16,29.72,29.81,3.5,12.0,5.6,2012,5,29,RA FG+ FG BR HZ VCTS,-,-
150,16,2012-05-30,74.0,60.0,67.0,61.0,64.0,0.0,2.0,0.01,29.6,29.7,2.4,24.0,3.0,2012,5,30,RA BR,-,-
151,16,2012-05-31,80.0,58.0,69.0,56.0,61.0,0.0,4.0,0.0,29.63,29.75,4.4,33.0,6.0,2012,5,31, ,-,-
152,16,2012-06-01,67.0,56.0,62.0,47.0,53.0,3.0,0.0,0.0,29.91,30.02,5.5,8.0,8.8,2012,6,1, ,-,-
153,16,2012-06-02,59.0,54.0,57.0,54.0,56.0,8.0,0.0,2.45,29.74,29.81,12.2,12.0,12.7,2012,6,2,RA BR,-,-
154,16,2012-06-03,59.0,52.0,56.0,53.0,54.0,9.0,0.0,0.08,29.55,29.65,9.0,1.0,10.3,2012,6,3,RA FG+ BR,-,-
155,16,2012-06-04,52.0,49.0,51.0,48.0,49.0,14.0,0.0,0.77,29.57,29.69,11.5,3.0,12.0,2012,6,4,RA BR,-,-
156,16,2012-06-05,56.0,47.0,52.0,47.0,49.0,13.0,0.0,0.01,29.73,29.85,4.5,2.0,4.8,2012,6,5,RA BR,-,-
157,16,2012-06-06,63.0,46.0,55.0,48.0,51.0,10.0,0.0,0.01,29.85,29.96,1.8,10.0,3.6,2012,6,6, ,-,-
158,16,2012-06-07,66.0,46.0,56.0,52.0,54.0,9.0,0.0,0.28,29.84,29.94,1.8,12.0,2.8,2012,6,7,RA FG+ BR,-,-
159,16,2012-06-08,73.0,52.0,63.0,57.0,59.0,2.0,0.0,0.03,29.72,29.82,3.2,17.0,5.1,2012,6,8,RA FG+ BR HZ VCTS,-,-
160,16,2012-06-09,78.0,54.0,66.0,50.0,57.0,0.0,1.0,0.01,29.72,29.84,5.3,30.0,7.0,2012,6,9, ,-,-
161,16,2012-06-10,78.0,50.0,64.0,51.0,57.0,1.0,0.0,0.0,29.95,30.08,3.8,14.0,6.1,2012,6,10, ,-,-
162,16,2012-06-11,69.0,52.0,61.0,53.0,57.0,4.0,0.0,0.0,30.13,30.24,6.3,16.0,6.8,2012,6,11, ,-,-
163,16,2012-06-12,75.0,58.0,67.0,56.0,61.0,0.0,2.0,0.01,29.98,30.05,8.7,19.0,9.2,2012,6,12,RA,-,-
164,16,2012-06-13,65.0,61.0,63.0,61.0,62.0,2.0,0.0,0.83,29.86,29.98,5.3,16.0,5.6,2012,6,13,RA FG BR,-,-
165,16,2012-06-14,73.0,51.0,62.0,53.0,58.0,3.0,0.0,0.01,30.06,30.2,5.5,4.0,6.6,2012,6,14, ,-,-
166,16,2012-06-15,73.0,51.0,62.0,50.0,55.0,3.0,0.0,0.01,30.17,30.28,4.9,4.0,6.6,2012,6,15, ,-,-
167,16,2012-06-16,64.0,47.0,56.0,51.0,53.0,9.0,0.0,0.0,30.21,30.31,5.5,5.0,6.2,2012,6,16,BR,-,-
168,16,2012-06-17,65.0,44.0,55.0,49.0,52.0,10.0,0.0,0.0,30.11,30.2,3.7,12.0,4.8,2012,6,17,BR,-,-
169,16,2012-06-18,67.0,53.0,60.0,52.0,55.0,5.0,0.0,0.66,30.03,30.14,4.1,13.0,5.2,2012,6,18, ,-,-
170,16,2012-06-19,76.0,54.0,65.0,58.0,62.0,0.0,0.0,0.01,29.98,30.07,6.1,22.0,6.9,2012,6,19, ,-,-
171,16,2012-06-20,95.0,65.0,80.0,69.0,73.0,0.0,15.0,0.0,29.81,29.89,5.3,28.0,5.8,2012,6,20, ,-,-
172,16,2012-06-21,94.0,75.0,85.0,69.0,74.0,0.0,20.0,0.0,29.67,29.75,5.4,30.0,5.8,2012,6,21, ,-,-
173,16,2012-06-22,93.0,72.0,83.0,67.0,72.0,0.0,18.0,0.05,29.62,29.7,5.2,28.0,6.6,2012,6,22,RA,-,-
174,16,2012-06-23,83.0,60.0,72.0,64.0,66.0,0.0,7.0,1.18,29.68,29.81,1.8,30.0,4.8,2012,6,23,RA BR,-,-
175,16,2012-06-24,83.0,59.0,71.0,56.0,62.0,0.0,6.0,0.01,29.78,29.87,2.4,29.0,5.1,2012,6,24, ,-,-
176,16,2012-06-25,73.0,61.0,67.0,61.0,64.0,0.0,2.0,0.67,29.6,29.7,4.6,19.0,5.2,2012,6,25,RA BR VCTS,-,-
