,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,heat,cool,snowfall,preciptotal,sealevel,resultspeed,resultdir,avgspeed,year,month,day,sunset,sunrise,codesum
47,5,2012-07-18,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,18,1918,0424, 
48,5,2012-07-19,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,19,1917,0425, 
49,5,2012-07-20,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,20,1916,0426, 
50,5,2012-07-21,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,21,1915,0426, 
51,5,2012-07-22,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,22,1915,0427, 
52,5,2012-07-23,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,23,1914,0428, 
53,5,2012-07-24,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,24,1913,0429, 
54,5,2012-07-25,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,25,1912,0430, 
55,5,2012-07-26,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,26,1911,0431, 
56,5,2012-07-27,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,27,1910,0432, 
57,5,2012-07-28,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,28,1909,0433, 
58,5,2012-07-29,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,29,1908,0434, 
59,5,2012-07-30,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,30,1907,0435, 
60,5,2012-07-31,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,7,31,1906,0436, 
61,5,2012-08-01,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,1,1905,0437, 
62,5,2012-08-02,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,2,1904,0438, 
63,5,2012-08-03,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,3,1903,0439, 
64,5,2012-08-04,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,4,1901,0440, 
65,5,2012-08-05,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,5,1859,0441, 
66,5,2012-08-06,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,6,1858,0442, 
67,5,2012-08-07,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,7,1856,0443, 
68,5,2012-08-08,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,8,1855,0444, 
69,5,2012-08-09,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,9,1854,0445, 
70,5,2012-08-10,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,10,1853,0446, 
71,5,2012-08-11,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,11,1851,0447, 
72,5,2012-08-12,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,12,1850,0448, 
73,5,2012-08-13,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,13,1848,0449, 
74,5,2012-08-14,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,14,1847,0450, 
75,5,2012-08-15,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,15,1846,0452, 
76,5,2012-08-16,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,16,1844,0453, 
77,5,2012-08-17,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,17,1843,0454, 
78,5,2012-08-18,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,18,1841,0455, 
79,5,2012-08-19,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,19,1840,0456, 
80,5,2012-08-20,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,20,1838,0457, 
81,5,2012-08-21,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,21,1837,0458, 
82,5,2012-08-22,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,22,1835,0459, 
83,5,2012-08-23,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,23,1833,0460, 
84,5,2012-08-24,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,24,1832,0501, 
85,5,2012-08-25,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,25,1830,0502, 
86,5,2012-08-26,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,26,1829,0503, 
87,5,2012-08-27,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,27,1827,0504, 
88,5,2012-08-28,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,28,1825,0505, 
89,5,2012-08-29,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,29,1824,0506, 
90,5,2012-08-30,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,30,1822,0507, 
91,5,2012-08-31,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,8,31,1820,0508, 
92,5,2012-09-01,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,1,1819,0509, 
93,5,2012-09-02,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,2,1817,0510, 
94,5,2012-09-03,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,3,1815,0511, 
95,5,2012-09-04,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,4,1814,0513, 
96,5,2012-09-05,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,5,1812,0514, 
97,5,2012-09-06,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,6,1810,0515, 
98,5,2012-09-07,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,7,1809,0516, 
99,5,2012-09-08,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,8,1807,0517, 
100,5,2012-09-09,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,9,1805,0518, 
101,5,2012-09-10,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,10,1803,0519, 
102,5,2012-09-11,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,11,1802,0520, 
103,5,2012-09-12,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,12,1760,0521, 
104,5,2012-09-13,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,13,1758,0522, 
105,5,2012-09-14,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,14,1756,0523, 
106,5,2012-09-15,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,15,1755,0524, 
107,5,2012-09-16,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,16,1753,0525, 
108,5,2012-09-17,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,17,1751,0526, 
109,5,2012-09-18,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,18,1749,0527, 
110,5,2012-09-19,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,19,1748,0528, 
111,5,2012-09-20,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,20,1746,0529, 
112,5,2012-09-21,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,21,1744,0530, 
113,5,2012-09-22,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,22,1742,0531, 
114,5,2012-09-23,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,23,1741,0533, 
115,5,2012-09-24,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,24,1739,0534, 
116,5,2012-09-25,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,25,1737,0535, 
117,5,2012-09-26,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,26,1735,0536, 
118,5,2012-09-27,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,27,1734,0537, 
119,5,2012-09-28,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,28,1732,0538, 
120,5,2012-09-29,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,29,1730,0539, 
121,5,2012-09-30,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,9,30,1728,0540, 
122,5,2012-10-01,71.7,52.5,62.4,4.8,39.22167487684729,4.466666666666667,1.8666666666666667,0.0,0.13033333333333333,30.029876543209863,9.441625615763549,21.305418719211822,10.043333333333333,2012,10,1,1727,0541, 
