,station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,sunset,sunrise,codesum
25,17,2012-01-26,62.0,30.0,46.0,31.0,41.0,19.0,0.0,0.0,0.0,29.26,29.95,5.3,36.0,6.0,2012,1,26,-,-, 
26,17,2012-01-27,64.0,27.0,46.0,29.0,39.0,19.0,0.0,0.0,0.0,29.33,29.98,2.1,22.0,7.5,2012,1,27,-,-, 
27,17,2012-01-28,51.0,25.0,38.0,18.0,31.0,27.0,0.0,0.0,0.0,29.73,30.41,1.9,32.0,3.3,2012,1,28,-,-, 
28,17,2012-01-29,61.0,24.0,43.0,23.0,35.0,22.0,0.0,0.0,0.0,29.59,30.31,4.4,21.0,4.5,2012,1,29,-,-, 
29,17,2012-01-30,67.0,37.0,52.0,36.0,45.0,13.0,0.0,0.0,0.0,29.36,30.09,11.2,19.0,11.4,2012,1,30,-,-, 
30,17,2012-01-31,72.0,42.0,57.0,47.0,53.0,8.0,0.0,0.0,0.0,29.3,29.99,8.9,20.0,9.7,2012,1,31,-,-, 
31,17,2012-02-01,68.0,39.0,54.0,31.0,43.0,11.0,0.0,0.0,0.0,29.44,30.13,4.8,2.0,4.9,2012,2,1,-,-, 
32,17,2012-02-02,66.0,30.0,48.0,38.0,45.0,17.0,0.0,0.0,0.0,29.43,30.14,6.3,13.0,6.8,2012,2,2,-,-, 
33,17,2012-02-03,59.0,51.0,55.0,47.0,51.0,10.0,0.0,0.0,0.67,29.28,29.97,6.0,13.0,9.4,2012,2,3,-,-,TSRA RA BR VCTS
34,17,2012-02-04,53.0,39.0,46.0,36.0,41.0,19.0,0.0,0.0,0.0,29.54,30.21,3.2,31.0,6.4,2012,2,4,-,-, 
35,17,2012-02-05,50.0,29.0,40.0,29.0,36.0,25.0,0.0,0.0,0.09190831556503205,29.68,30.37,3.9,35.0,5.0,2012,2,5,-,-, 
36,17,2012-02-06,56.0,25.0,41.0,26.0,34.0,24.0,0.0,0.0,0.0,29.59,30.3,0.1,8.0,0.3,2012,2,6,-,-, 
37,17,2012-02-07,54.0,32.0,43.0,33.0,39.0,22.0,0.0,0.0,0.09190831556503205,29.64,30.32,3.2,36.0,4.3,2012,2,7,-,-, 
38,17,2012-02-08,43.0,37.0,40.0,31.0,36.0,25.0,0.0,0.0,0.0,29.75,30.45,2.2,35.0,2.4,2012,2,8,-,-,HZ
39,17,2012-02-09,50.0,37.0,44.0,33.0,39.0,21.0,0.0,0.0,0.16,29.54,30.27,1.6,16.0,2.5,2012,2,9,-,-,RA BR HZ
40,17,2012-02-10,42.0,24.0,33.0,24.0,32.0,32.0,0.0,0.0,0.09190831556503205,29.59,30.26,7.1,34.0,7.7,2012,2,10,-,-, 
41,17,2012-02-11,31.0,18.0,25.0,6.0,19.0,40.0,0.0,0.0,0.0,29.98,30.67,9.3,2.0,9.7,2012,2,11,-,-, 
42,17,2012-02-12,37.0,16.0,27.0,7.0,23.0,38.0,0.0,0.0,0.09190831556503205,29.73,30.5,4.1,16.0,5.8,2012,2,12,-,-,SN
43,17,2012-02-13,37.0,31.0,34.0,30.0,33.0,31.0,0.0,0.0,0.06,29.24,29.99,10.1,18.0,10.4,2012,2,13,-,-,SN BR
44,17,2012-02-14,52.0,32.0,42.0,34.0,38.0,23.0,0.0,0.0,0.0,29.26,29.96,4.1,17.0,4.6,2012,2,14,-,-,FG+ FG BR
45,17,2012-02-15,53.0,42.0,48.0,44.0,46.0,17.0,0.0,0.0,0.09,29.27,29.94,3.7,16.0,4.8,2012,2,15,-,-,RA FG BR
46,17,2012-02-16,58.0,40.0,49.0,35.0,42.0,16.0,0.0,0.0,0.0,29.56,30.24,4.9,1.0,5.6,2012,2,16,-,-,HZ
47,17,2012-02-17,57.0,35.0,46.0,39.0,43.0,19.0,0.0,0.0,0.09190831556503205,29.44,30.14,1.1,15.0,1.4,2012,2,17,-,-,BR
48,17,2012-02-18,50.0,40.0,45.0,37.0,42.0,20.0,0.0,0.0,0.01,29.4,30.09,8.0,1.0,8.1,2012,2,18,-,-,RA BR HZ
49,17,2012-02-19,59.0,29.0,44.0,31.0,39.0,21.0,0.0,0.0,0.0,29.38,30.08,1.3,12.0,2.2,2012,2,19,-,-, 
50,17,2012-02-20,57.0,35.0,46.0,38.0,43.0,19.0,0.0,0.0,0.27,29.23,29.92,10.3,19.0,12.9,2012,2,20,-,-,BR
51,17,2012-02-21,63.0,30.0,47.0,26.0,39.0,18.0,0.0,0.0,0.0,29.28,29.98,4.2,20.0,5.0,2012,2,21,-,-, 
52,17,2012-02-22,76.0,31.0,54.0,31.0,43.0,11.0,0.0,0.0,0.0,28.92,29.65,0.8,22.0,2.0,2012,2,22,-,-, 
53,17,2012-02-23,70.0,40.0,55.0,32.0,44.0,10.0,0.0,0.0,0.0,28.89,29.53,6.2,33.0,8.3,2012,2,23,-,-,RA
54,17,2012-02-24,55.0,31.0,43.0,21.0,35.0,22.0,0.0,0.0,0.0,29.54,30.18,5.3,32.0,6.0,2012,2,24,-,-, 
55,17,2012-02-25,64.0,25.0,45.0,21.0,37.0,20.0,0.0,0.0,0.0,29.52,30.22,6.9,18.0,7.5,2012,2,25,-,-, 
56,17,2012-02-26,66.0,46.0,56.0,30.0,44.0,9.0,0.0,0.0,0.0,29.39,30.08,9.9,19.0,10.0,2012,2,26,-,-, 
57,17,2012-02-27,66.0,48.0,57.0,27.0,44.0,8.0,0.0,0.0,0.0,29.6,30.3,7.3,4.0,8.1,2012,2,27,-,-, 
58,17,2012-02-28,70.0,45.0,58.0,49.0,54.0,7.0,0.0,0.0,0.01,29.23,29.96,9.5,17.0,10.5,2012,2,28,-,-,TSRA
59,17,2012-02-29,69.0,38.0,54.0,24.0,42.0,11.0,0.0,0.0,0.09190831556503205,29.25,29.95,3.0,28.0,4.0,2012,2,29,-,-, 
60,17,2012-03-01,79.0,36.0,58.0,31.0,46.0,7.0,0.0,0.0,0.0,28.95,29.68,8.8,19.0,8.6,2012,3,1,-,-, 
61,17,2012-03-02,67.0,35.0,51.0,35.0,44.0,14.0,0.0,0.0,0.0,29.13,29.78,4.9,34.0,7.9,2012,3,2,-,-,BR
62,17,2012-03-03,57.0,29.0,43.0,22.0,37.0,22.0,0.0,0.0,0.0,29.39,30.05,2.8,31.0,4.0,2012,3,3,-,-, 
63,17,2012-03-04,72.0,28.0,50.0,24.0,40.0,15.0,0.0,0.0,0.0,29.39,30.06,4.2,28.0,5.6,2012,3,4,-,-, 
64,17,2012-03-05,75.0,36.0,56.0,27.0,44.0,9.0,0.0,0.0,0.0,29.52,30.23,5.7,16.0,8.6,2012,3,5,-,-,FU
65,17,2012-03-06,72.0,55.0,64.0,42.0,53.0,1.0,0.0,0.0,0.0,29.28,29.99,17.0,18.0,17.3,2012,3,6,-,-, 
66,17,2012-03-07,71.0,63.0,67.0,53.0,59.0,0.0,2.0,0.0,0.0,29.22,29.92,15.4,18.0,15.5,2012,3,7,-,-, 
67,17,2012-03-08,65.0,38.0,52.0,36.0,41.0,13.0,0.0,0.0,0.49,29.65,30.28,10.1,2.0,10.6,2012,3,8,-,-,RA
68,17,2012-03-09,64.0,31.0,48.0,27.0,39.0,17.0,0.0,0.0,0.0,29.78,30.47,5.8,4.0,6.0,2012,3,9,-,-, 
69,17,2012-03-10,67.0,30.0,49.0,31.0,42.0,16.0,0.0,0.0,0.07,29.58,30.3,5.2,14.0,5.5,2012,3,10,-,-,RA
70,17,2012-03-11,56.0,47.0,52.0,47.0,48.0,13.0,0.0,0.0,0.87,29.26,29.99,6.4,16.0,7.1,2012,3,11,-,-,RA BR
71,17,2012-03-12,80.0,52.0,66.0,48.0,55.0,0.0,1.0,0.0,0.0,29.25,29.93,7.5,18.0,7.8,2012,3,12,-,-, 
72,17,2012-03-13,84.0,47.0,66.0,54.0,59.0,0.0,1.0,0.0,0.0,29.31,30.01,7.2,18.0,7.4,2012,3,13,-,-,BR
73,17,2012-03-14,75.0,57.0,66.0,59.0,63.0,0.0,1.0,0.0,0.0,29.35,30.03,9.3,19.0,9.5,2012,3,14,-,-,BR HZ
74,17,2012-03-15,82.0,60.0,71.0,61.0,65.0,0.0,6.0,0.0,0.0,29.35,30.04,9.0,18.0,9.2,2012,3,15,-,-,HZ
75,17,2012-03-16,78.0,58.0,68.0,61.0,64.0,0.0,3.0,0.0,0.0,29.31,30.01,8.4,19.0,9.2,2012,3,16,-,-, 
76,17,2012-03-17,76.0,68.0,72.0,60.0,64.0,0.0,7.0,0.0,0.09190831556503205,29.26,29.94,11.3,18.0,11.8,2012,3,17,-,-,RA
77,17,2012-03-18,75.0,67.0,71.0,59.0,64.0,0.0,6.0,0.0,0.0,29.2,29.9,11.5,17.0,9.9,2012,3,18,-,-, 
78,17,2012-03-19,71.0,56.0,64.0,58.0,59.0,1.0,0.0,0.0,3.05,29.08,29.76,5.8,14.0,7.7,2012,3,19,-,-,TSRA RA BR VCTS
79,17,2012-03-20,61.0,53.0,57.0,54.0,55.0,8.0,0.0,0.0,1.07,29.11,29.81,1.8,16.0,2.2,2012,3,20,-,-,TSRA RA BR
80,17,2012-03-21,63.0,42.0,53.0,50.0,52.0,12.0,0.0,0.0,0.46,29.13,29.82,1.6,13.0,3.7,2012,3,21,-,-,TSRA RA FG+ BR
81,17,2012-03-22,57.0,44.0,51.0,46.0,49.0,14.0,0.0,0.0,0.07,29.18,29.85,4.5,16.0,6.3,2012,3,22,-,-,RA
82,17,2012-03-23,67.0,40.0,54.0,45.0,49.0,11.0,0.0,0.0,0.0,29.28,29.96,2.4,30.0,3.7,2012,3,23,-,-,BR
83,17,2012-03-24,78.0,41.0,60.0,45.0,52.0,5.0,0.0,0.0,0.0,29.35,30.03,0.5,35.0,1.3,2012,3,24,-,-,RA BR
84,17,2012-03-25,81.0,45.0,63.0,48.0,55.0,2.0,0.0,0.0,0.0,29.37,30.07,1.7,15.0,2.2,2012,3,25,-,-,BR
85,17,2012-03-26,85.0,48.0,67.0,52.0,58.0,0.0,2.0,0.0,0.0,29.32,30.02,5.4,16.0,5.5,2012,3,26,-,-,BR
86,17,2012-03-27,83.0,59.0,71.0,54.0,61.0,0.0,6.0,0.0,0.0,29.29,29.98,8.3,19.0,8.6,2012,3,27,-,-, 
87,17,2012-03-28,84.0,57.0,71.0,57.0,63.0,0.0,6.0,0.0,0.0,29.26,29.96,7.3,18.0,7.4,2012,3,28,-,-, 
88,17,2012-03-29,81.0,55.0,68.0,57.0,62.0,0.0,3.0,0.0,0.0,29.18,29.87,6.1,18.0,6.2,2012,3,29,-,-, 
89,17,2012-03-30,85.0,59.0,72.0,59.0,63.0,0.0,7.0,0.0,0.0,29.12,29.81,4.2,19.0,5.0,2012,3,30,-,-,BR
90,17,2012-03-31,86.0,57.0,72.0,61.0,65.0,0.0,7.0,0.0,0.0,29.12,29.82,2.1,18.0,2.7,2012,3,31,-,-,BR
91,17,2012-04-01,90.0,60.0,75.0,63.0,67.0,0.0,10.0,0.0,0.0,28.95,29.64,10.5,18.0,10.2,2012,4,1,-,-,BR
92,17,2012-04-02,85.0,61.0,73.0,60.0,66.0,0.0,8.0,0.0,0.0,29.02,29.67,9.9,17.0,10.4,2012,4,2,-,-, 
93,17,2012-04-03,73.0,57.0,65.0,56.0,59.0,0.0,0.0,0.0,0.01,29.15,29.84,0.7,13.0,2.7,2012,4,3,-,-,RA
94,17,2012-04-04,73.0,55.0,64.0,51.0,56.0,1.0,0.0,0.0,0.09190831556503205,29.1,29.79,2.8,23.0,4.2,2012,4,4,-,-, 
95,17,2012-04-05,69.0,47.0,58.0,51.0,54.0,7.0,0.0,0.0,0.09190831556503205,29.22,29.89,2.9,1.0,4.4,2012,4,5,-,-, 
96,17,2012-04-06,69.0,49.0,59.0,50.0,54.0,6.0,0.0,0.0,0.0,29.37,30.06,2.8,10.0,3.9,2012,4,6,-,-, 
97,17,2012-04-07,70.0,55.0,63.0,53.0,57.0,2.0,0.0,0.0,0.18,29.53,30.19,1.5,10.0,5.9,2012,4,7,-,-,RA BR
98,17,2012-04-08,68.0,53.0,61.0,53.0,56.0,4.0,0.0,0.0,0.09190831556503205,29.59,30.29,3.1,4.0,4.0,2012,4,8,-,-, 
99,17,2012-04-09,79.0,58.0,69.0,56.0,61.0,0.0,4.0,0.0,0.0,29.44,30.16,2.1,15.0,2.3,2012,4,9,-,-,BR
100,17,2012-04-10,76.0,55.0,66.0,53.0,59.0,0.0,1.0,0.0,0.0,29.44,30.13,5.7,4.0,6.1,2012,4,10,-,-,BR
101,17,2012-04-11,64.0,51.0,58.0,49.0,53.0,7.0,0.0,0.0,0.6,29.49,30.19,5.1,8.0,6.3,2012,4,11,-,-,TSRA RA BR
102,17,2012-04-12,71.0,50.0,61.0,48.0,55.0,4.0,0.0,0.0,0.0,29.32,30.04,8.2,15.0,8.8,2012,4,12,-,-, 
103,17,2012-04-13,76.0,60.0,68.0,60.0,63.0,0.0,3.0,0.0,0.13,29.2,29.89,10.1,17.0,10.7,2012,4,13,-,-,RA BR
104,17,2012-04-14,78.0,67.0,73.0,63.0,67.0,0.0,8.0,0.0,0.11,29.04,29.76,14.1,17.0,14.3,2012,4,14,-,-,RA
105,17,2012-04-15,76.0,58.0,67.0,51.0,58.0,0.0,2.0,0.0,0.92,29.05,29.71,9.2,20.0,10.4,2012,4,15,-,-,RA
106,17,2012-04-16,72.0,49.0,61.0,42.0,51.0,4.0,0.0,0.0,0.0,29.49,30.15,1.4,2.0,2.3,2012,4,16,-,-, 
107,17,2012-04-17,76.0,45.0,61.0,45.0,53.0,4.0,0.0,0.0,0.0,29.54,30.24,3.3,15.0,3.7,2012,4,17,-,-, 
108,17,2012-04-18,79.0,53.0,66.0,50.0,57.0,0.0,1.0,0.0,0.0,29.36,30.09,8.8,18.0,8.9,2012,4,18,-,-, 
109,17,2012-04-19,82.0,57.0,70.0,52.0,60.0,0.0,5.0,0.0,0.02,29.15,29.85,9.2,18.0,9.8,2012,4,19,-,-,RA
110,17,2012-04-20,66.0,46.0,56.0,44.0,51.0,9.0,0.0,0.0,0.17,29.33,30.0,7.1,36.0,7.8,2012,4,20,-,-,RA BR VCTS
111,17,2012-04-21,72.0,40.0,56.0,43.0,49.0,9.0,0.0,0.0,0.0,29.34,30.03,0.4,24.0,1.2,2012,4,21,-,-,BR
112,17,2012-04-22,70.0,47.0,59.0,38.0,49.0,6.0,0.0,0.0,0.0,29.47,30.15,7.0,36.0,7.4,2012,4,22,-,-, 
113,17,2012-04-23,72.0,41.0,57.0,41.0,48.0,8.0,0.0,0.0,0.0,29.46,30.17,0.4,4.0,1.5,2012,4,23,-,-, 
114,17,2012-04-24,87.0,46.0,67.0,50.0,58.0,0.0,2.0,0.0,0.0,29.13,29.86,7.4,20.0,7.6,2012,4,24,-,-, 
115,17,2012-04-25,88.0,67.0,78.0,60.0,66.0,0.0,13.0,0.0,0.0,29.03,29.71,6.3,20.0,7.0,2012,4,25,-,-, 
116,17,2012-04-26,89.0,63.0,76.0,59.0,66.0,0.0,11.0,0.0,0.0,29.16,29.84,4.9,8.0,5.2,2012,4,26,-,-,BR
117,17,2012-04-27,86.0,70.0,78.0,63.0,68.0,0.0,13.0,0.0,0.09190831556503205,29.01,29.7,11.7,17.0,12.7,2012,4,27,-,-,RA
118,17,2012-04-28,80.0,71.0,76.0,63.0,67.0,0.0,11.0,0.0,0.0,29.16,29.83,7.9,17.0,8.5,2012,4,28,-,-, 
119,17,2012-04-29,81.0,69.0,75.0,64.0,68.0,0.0,10.0,0.0,0.09190831556503205,29.23,29.9,7.3,17.0,8.1,2012,4,29,-,-,VCTS
120,17,2012-04-30,84.0,60.0,72.0,64.0,67.0,0.0,7.0,0.0,0.76,29.23,29.93,6.0,16.0,8.2,2012,4,30,-,-,RA BR VCTS
121,17,2012-05-01,86.0,64.0,75.0,63.0,68.0,0.0,10.0,0.0,0.11,29.12,29.8,13.9,18.0,13.9,2012,5,1,-,-,TSRA RA VCTS
122,17,2012-05-02,85.0,72.0,79.0,64.0,69.0,0.0,14.0,0.0,0.0,29.15,29.82,13.3,18.0,13.4,2012,5,2,-,-,RA
123,17,2012-05-03,91.0,69.0,80.0,67.0,71.0,0.0,15.0,0.0,0.0,29.17,29.84,10.3,18.0,10.5,2012,5,3,-,-, 
124,17,2012-05-04,89.0,74.0,82.0,68.0,72.0,0.0,17.0,0.0,0.09190831556503205,29.16,29.84,9.0,17.0,9.3,2012,5,4,-,-,RA
125,17,2012-05-05,90.0,67.0,79.0,65.0,70.0,0.0,14.0,0.0,0.0,29.13,29.82,7.8,16.0,8.1,2012,5,5,-,-,BR
126,17,2012-05-06,88.0,70.0,79.0,69.0,72.0,0.0,14.0,0.0,0.0,29.13,29.81,6.9,16.0,7.0,2012,5,6,-,-,BR
127,17,2012-05-07,78.0,63.0,71.0,60.0,64.0,0.0,6.0,0.0,0.0,29.28,29.94,7.4,2.0,7.9,2012,5,7,-,-,BR
128,17,2012-05-08,76.0,51.0,64.0,48.0,56.0,1.0,0.0,0.0,0.0,29.38,30.06,4.9,2.0,5.4,2012,5,8,-,-, 
129,17,2012-05-09,81.0,48.0,65.0,48.0,56.0,0.0,0.0,0.0,0.0,29.34,30.04,1.3,2.0,2.6,2012,5,9,-,-, 
130,17,2012-05-10,84.0,51.0,68.0,50.0,58.0,0.0,3.0,0.0,0.09190831556503205,29.25,29.95,2.7,16.0,3.5,2012,5,10,-,-,RA
131,17,2012-05-11,71.0,57.0,64.0,55.0,59.0,1.0,0.0,0.0,0.04,29.36,30.03,2.5,9.0,4.1,2012,5,11,-,-,RA
132,17,2012-05-12,74.0,61.0,68.0,57.0,61.0,0.0,3.0,0.0,0.26,29.49,30.17,2.7,35.0,3.5,2012,5,12,-,-,RA BR
133,17,2012-05-13,80.0,59.0,70.0,56.0,61.0,0.0,5.0,0.0,0.0,29.49,30.18,5.1,1.0,5.6,2012,5,13,-,-, 
134,17,2012-05-14,81.0,55.0,68.0,51.0,58.0,0.0,3.0,0.0,0.0,29.42,30.13,1.7,2.0,2.5,2012,5,14,-,-, 
135,17,2012-05-15,86.0,52.0,69.0,50.0,58.0,0.0,4.0,0.0,0.0,29.38,30.07,0.4,15.0,0.9,2012,5,15,-,-,BR
136,17,2012-05-16,89.0,53.0,71.0,54.0,61.0,0.0,6.0,0.0,0.0,29.34,30.04,1.0,19.0,2.1,2012,5,16,-,-, 
137,17,2012-05-17,91.0,57.0,74.0,54.0,63.0,0.0,9.0,0.0,0.0,29.26,29.96,5.0,18.0,5.2,2012,5,17,-,-,BR
138,17,2012-05-18,91.0,59.0,75.0,56.0,64.0,0.0,10.0,0.0,0.0,29.18,29.87,8.9,17.0,9.2,2012,5,18,-,-, 
139,17,2012-05-19,90.0,68.0,79.0,55.0,64.0,0.0,14.0,0.0,0.09190831556503205,29.23,29.89,10.9,17.0,11.0,2012,5,19,-,-,RA
140,17,2012-05-20,79.0,63.0,71.0,60.0,65.0,0.0,6.0,0.0,0.09190831556503205,29.43,30.09,1.1,16.0,3.7,2012,5,20,-,-,RA
141,17,2012-05-21,83.0,57.0,70.0,51.0,60.0,0.0,5.0,0.0,0.01,29.48,30.17,4.0,2.0,4.7,2012,5,21,-,-, 
142,17,2012-05-22,86.0,50.0,68.0,47.0,58.0,0.0,3.0,0.0,0.0,29.25,29.98,4.5,16.0,5.0,2012,5,22,-,-, 
143,17,2012-05-23,93.0,66.0,80.0,56.0,65.0,0.0,15.0,0.0,0.0,28.94,29.66,13.8,17.0,13.8,2012,5,23,-,-, 
144,17,2012-05-24,89.0,73.0,81.0,65.0,70.0,0.0,16.0,0.0,0.0,28.92,29.58,13.2,17.0,13.3,2012,5,24,-,-, 
145,17,2012-05-25,91.0,75.0,83.0,67.0,72.0,0.0,18.0,0.0,0.0,29.18,29.82,11.3,16.0,11.5,2012,5,25,-,-, 
146,17,2012-05-26,91.0,73.0,82.0,67.0,72.0,0.0,17.0,0.0,0.0,29.26,29.93,10.2,17.0,10.4,2012,5,26,-,-, 
147,17,2012-05-27,92.0,71.0,82.0,60.0,68.0,0.0,17.0,0.0,0.0,29.19,29.88,11.8,18.0,12.0,2012,5,27,-,-, 
148,17,2012-05-28,95.0,67.0,81.0,65.0,71.0,0.0,16.0,0.0,0.06,29.14,29.81,8.3,19.0,9.1,2012,5,28,-,-,TSRA RA VCTS
149,17,2012-05-29,96.0,67.0,82.0,62.0,69.0,0.0,17.0,0.0,0.21,29.19,29.87,2.8,20.0,4.7,2012,5,29,-,-,TS TSRA RA VCTS
150,17,2012-05-30,91.0,64.0,78.0,59.0,66.0,0.0,13.0,0.0,0.15,29.15,29.83,3.9,11.0,6.6,2012,5,30,-,-, 
151,17,2012-05-31,76.0,61.0,69.0,54.0,60.0,0.0,4.0,0.0,0.62,29.25,29.91,8.1,36.0,8.5,2012,5,31,-,-, 
152,17,2012-06-01,71.0,54.0,63.0,49.0,54.0,2.0,0.0,0.0,0.09,29.34,30.04,1.2,3.0,3.5,2012,6,1,-,-,TSRA RA VCTS
153,17,2012-06-02,89.0,54.0,72.0,57.0,63.0,0.0,7.0,0.0,0.02,29.21,29.91,1.4,15.0,2.8,2012,6,2,-,-,BR VCTS
154,17,2012-06-03,94.0,68.0,81.0,67.0,72.0,0.0,16.0,0.0,0.03,29.11,29.83,4.0,19.0,4.9,2012,6,3,-,-,TS
155,17,2012-06-04,92.0,65.0,79.0,66.0,70.0,0.0,14.0,0.0,2.1,29.17,29.87,2.0,2.0,5.3,2012,6,4,-,-,TSRA RA BR
156,17,2012-06-05,91.0,71.0,81.0,65.0,70.0,0.0,16.0,0.0,0.0,29.15,29.84,5.6,4.0,6.6,2012,6,5,-,-,BR HZ
157,17,2012-06-06,86.0,69.0,78.0,59.0,66.0,0.0,13.0,0.0,0.0,29.23,29.91,4.7,11.0,5.8,2012,6,6,-,-, 
158,17,2012-06-07,83.0,63.0,73.0,55.0,63.0,0.0,8.0,0.0,0.0,29.36,30.03,4.5,11.0,5.4,2012,6,7,-,-, 
159,17,2012-06-08,88.0,59.0,74.0,54.0,62.0,0.0,9.0,0.0,0.0,29.29,29.99,1.6,11.0,2.3,2012,6,8,-,-, 
160,17,2012-06-09,92.0,61.0,77.0,62.0,68.0,0.0,12.0,0.0,0.0,29.11,29.81,6.9,17.0,7.0,2012,6,9,-,-, 
161,17,2012-06-10,92.0,73.0,83.0,67.0,72.0,0.0,18.0,0.0,0.0,29.06,29.74,11.8,17.0,12.0,2012,6,10,-,-, 
162,17,2012-06-11,88.0,73.0,81.0,69.0,73.0,0.0,16.0,0.0,0.09190831556503205,29.23,29.87,1.3,10.0,5.3,2012,6,11,-,-, 
163,17,2012-06-12,89.0,68.0,79.0,54.0,65.0,0.0,14.0,0.0,0.0,29.39,30.07,6.2,7.0,7.2,2012,6,12,-,-, 
164,17,2012-06-13,86.0,66.0,76.0,61.0,67.0,0.0,11.0,0.0,0.0,29.31,29.99,5.2,16.0,6.0,2012,6,13,-,-, 
165,17,2012-06-14,93.0,68.0,81.0,66.0,71.0,0.0,16.0,0.0,0.0,29.23,29.91,8.3,16.0,8.5,2012,6,14,-,-, 
166,17,2012-06-15,87.0,66.0,77.0,67.0,70.0,0.0,12.0,0.0,0.4,29.29,29.96,3.7,16.0,6.6,2012,6,15,-,-,TSRA RA VCTS
167,17,2012-06-16,91.0,71.0,81.0,68.0,72.0,0.0,16.0,0.0,0.0,29.34,30.01,4.6,18.0,5.2,2012,6,16,-,-, 
