,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,sunset,codesum,sunrise
104,7,2012-04-14,77.0,62.0,70.0,14.0,64.0,67.0,0.0,5.0,0.0,0.39,28.27,29.64,25.3,17.0,25.5,2012,4,14,-,TS VCTS,-
105,7,2012-04-15,73.0,55.0,64.0,3.0,47.0,55.0,1.0,0.0,0.0,0.33,28.38,29.68,12.6,22.0,15.7,2012,4,15,-,RA VCTS,-
106,7,2012-04-16,69.0,45.0,57.0,2.0,43.0,51.0,8.0,0.0,0.0,0.0,28.79,30.12,2.3,36.0,4.9,2012,4,16,-, ,-
107,7,2012-04-17,74.0,51.0,63.0,5.0,45.0,54.0,2.0,0.0,0.0,0.0,28.81,30.18,7.2,16.0,7.9,2012,4,17,-, ,-
108,7,2012-04-18,78.0,54.0,66.0,16.0,52.0,58.0,0.0,1.0,0.0,0.0,28.62,30.01,17.1,17.0,17.4,2012,4,18,-, ,-
109,7,2012-04-19,79.0,59.0,69.0,16.0,55.0,60.0,0.0,4.0,0.0,0.07,28.42,29.78,14.2,19.0,15.9,2012,4,19,-,TS TSRA RA,-
110,7,2012-04-20,67.0,47.0,57.0,3.0,46.0,50.0,8.0,0.0,0.0,0.01,28.66,30.0,14.0,35.0,14.3,2012,4,20,-, ,-
111,7,2012-04-21,73.0,40.0,57.0,2.0,46.0,52.0,8.0,0.0,0.0,0.0,28.64,30.01,2.0,20.0,3.9,2012,4,21,-, ,-
112,7,2012-04-22,69.0,51.0,60.0,3.0,40.0,50.0,5.0,0.0,0.0,0.0,28.79,30.15,11.1,36.0,11.8,2012,4,22,-, ,-
113,7,2012-04-23,72.0,39.0,56.0,2.0,41.0,50.0,9.0,0.0,0.0,0.0,28.74,30.14,2.4,19.0,3.1,2012,4,23,-, ,-
114,7,2012-04-24,84.0,54.0,69.0,16.0,51.0,59.0,0.0,4.0,0.0,0.0,28.44,29.83,16.9,20.0,17.1,2012,4,24,-, ,-
115,7,2012-04-25,88.0,67.0,78.0,10.0,60.0,66.0,0.0,13.0,0.0,0.0,28.33,29.67,12.4,19.0,13.2,2012,4,25,-, ,-
116,7,2012-04-26,85.0,65.0,75.0,13.0,66.0,69.0,0.0,10.0,0.0,0.0,28.45,29.78,8.4,11.0,9.4,2012,4,26,-,BR,-
117,7,2012-04-27,88.0,69.0,79.0,14.0,57.0,65.0,0.0,14.0,0.0,0.0,28.27,29.62,13.4,17.0,16.9,2012,4,27,-, ,-
118,7,2012-04-28,79.0,66.0,73.0,1.0,62.0,65.0,0.0,8.0,0.0,0.54,28.43,29.76,3.8,2.0,7.8,2012,4,28,-,TSRA BR VCTS,-
119,7,2012-04-29,79.0,64.0,72.0,4.0,64.0,67.0,0.0,7.0,0.0,0.04,28.51,29.85,8.3,18.0,11.4,2012,4,29,-,RA BR HZ,-
120,7,2012-04-30,82.0,61.0,72.0,10.0,64.0,67.0,0.0,7.0,0.0,0.53,28.53,29.87,9.3,17.0,13.6,2012,4,30,-,RA BR VCTS,-
121,7,2012-05-01,84.0,62.0,73.0,14.0,63.0,67.0,0.0,8.0,0.0,0.15,28.38,29.72,23.8,18.0,23.1,2012,5,1,-,RA VCTS,-
122,7,2012-05-02,84.0,68.0,76.0,14.0,66.0,69.0,0.0,11.0,0.0,0.0,28.4,29.73,22.5,18.0,23.0,2012,5,2,-, ,-
123,7,2012-05-03,90.0,70.0,80.0,14.0,67.0,71.0,0.0,15.0,0.0,0.0,28.43,29.76,19.5,18.0,20.1,2012,5,3,-, ,-
124,7,2012-05-04,86.0,72.0,79.0,10.0,66.0,70.0,0.0,14.0,0.0,0.01,28.45,29.78,13.8,18.0,15.0,2012,5,4,-,TSRA VCTS,-
125,7,2012-05-05,90.0,70.0,80.0,14.0,66.0,71.0,0.0,15.0,0.0,0.0,28.39,29.73,18.3,18.0,19.1,2012,5,5,-, ,-
126,7,2012-05-06,87.0,67.0,77.0,10.0,66.0,70.0,0.0,12.0,0.0,0.0,28.43,29.74,12.6,18.0,14.8,2012,5,6,-,BR HZ,-
127,7,2012-05-07,68.0,60.0,64.0,16.0,57.0,60.0,1.0,0.0,0.0,0.0,28.62,29.95,14.3,36.0,14.5,2012,5,7,-,BR,-
128,7,2012-05-08,74.0,52.0,63.0,14.0,46.0,54.0,2.0,0.0,0.0,0.0,28.69,30.05,7.3,1.0,8.1,2012,5,8,-, ,-
129,7,2012-05-09,81.0,48.0,65.0,2.0,44.0,54.0,0.0,0.0,0.0,0.0,28.64,30.01,1.6,22.0,4.3,2012,5,9,-, ,-
130,7,2012-05-10,82.0,51.0,67.0,16.0,47.0,57.0,0.0,2.0,0.0,0.0,28.53,29.89,9.6,17.0,10.6,2012,5,10,-, ,-
131,7,2012-05-11,67.0,60.0,64.0,1.0,55.0,58.0,1.0,0.0,0.0,0.44,28.63,29.97,5.9,8.0,9.2,2012,5,11,-,RA BR,-
132,7,2012-05-12,72.0,55.0,64.0,2.0,56.0,59.0,1.0,0.0,0.0,0.44,28.8,30.15,7.7,3.0,8.6,2012,5,12,-,RA BR,-
133,7,2012-05-13,77.0,54.0,66.0,2.0,54.0,59.0,0.0,1.0,0.0,0.0,28.8,30.17,6.0,1.0,6.7,2012,5,13,-,BR,-
134,7,2012-05-14,79.0,55.0,67.0,2.0,53.0,59.0,0.0,2.0,0.0,0.0,28.73,30.1,1.3,7.0,2.6,2012,5,14,-,RA,-
135,7,2012-05-15,86.0,57.0,72.0,3.0,53.0,61.0,0.0,7.0,0.0,0.10714596949891067,28.66,30.03,3.9,18.0,5.1,2012,5,15,-, ,-
136,7,2012-05-16,86.0,57.0,72.0,3.0,53.0,61.0,0.0,7.0,0.0,0.0,28.64,30.0,5.1,17.0,5.9,2012,5,16,-, ,-
137,7,2012-05-17,88.0,59.0,74.0,4.0,54.0,63.0,0.0,9.0,0.0,0.0,28.54,29.9,13.1,17.0,13.6,2012,5,17,-, ,-
138,7,2012-05-18,88.0,66.0,77.0,14.0,55.0,63.0,0.0,12.0,0.0,0.0,28.43,29.78,19.8,17.0,20.1,2012,5,18,-, ,-
139,7,2012-05-19,87.0,69.0,78.0,14.0,60.0,66.0,0.0,13.0,0.0,0.07,28.5,29.8,20.3,17.0,20.8,2012,5,19,-, ,-
140,7,2012-05-20,74.0,59.0,67.0,4.0,58.0,60.0,0.0,2.0,0.0,0.31,28.77,30.09,3.1,33.0,6.6,2012,5,20,-,TSRA RA VCTS,-
141,7,2012-05-21,82.0,60.0,71.0,2.0,55.0,61.0,0.0,6.0,0.0,0.53,28.77,30.14,3.2,7.0,4.8,2012,5,21,-,TS TSRA VCTS,-
142,7,2012-05-22,85.0,60.0,73.0,4.0,55.0,63.0,0.0,8.0,0.0,0.0,28.51,29.9,13.0,15.0,13.5,2012,5,22,-, ,-
143,7,2012-05-23,90.0,69.0,80.0,14.0,60.0,67.0,0.0,15.0,0.0,0.0,28.18,29.54,26.9,17.0,27.0,2012,5,23,-,HZ,-
144,7,2012-05-24,90.0,73.0,82.0,14.0,66.0,71.0,0.0,17.0,0.0,0.10714596949891067,28.2,29.5,16.7,18.0,17.4,2012,5,24,-,RA,-
145,7,2012-05-25,90.0,73.0,82.0,14.0,68.0,72.0,0.0,17.0,0.0,0.0,28.41,29.71,21.4,16.0,21.6,2012,5,25,-, ,-
146,7,2012-05-26,89.0,74.0,82.0,14.0,66.0,71.0,0.0,17.0,0.0,0.0,28.53,29.85,20.0,17.0,20.5,2012,5,26,-, ,-
147,7,2012-05-27,87.0,71.0,79.0,14.0,63.0,69.0,0.0,14.0,0.0,0.0,28.46,29.8,20.3,17.0,20.5,2012,5,27,-, ,-
148,7,2012-05-28,92.0,68.0,80.0,8.0,64.0,70.0,0.0,15.0,0.0,0.01,28.45,29.77,12.3,19.0,13.8,2012,5,28,-,RA VCTS,-
149,7,2012-05-29,91.0,62.0,77.0,8.0,63.0,67.0,0.0,12.0,0.0,0.56,28.47,29.81,5.9,14.0,10.8,2012,5,29,-,TSRA BR VCTS,-
150,7,2012-05-30,86.0,63.0,75.0,2.0,62.0,66.0,0.0,10.0,0.0,2.09,28.46,29.79,5.0,15.0,10.9,2012,5,30,-,TS GR RA BR VCTS,-
151,7,2012-05-31,77.0,60.0,69.0,16.0,53.0,60.0,0.0,4.0,0.0,0.0,28.57,29.9,14.1,1.0,15.4,2012,5,31,-, ,-
152,7,2012-06-01,64.0,51.0,58.0,14.0,50.0,54.0,7.0,0.0,0.0,0.11,28.6,29.98,6.1,8.0,7.9,2012,6,1,-,RA VCTS,-
153,7,2012-06-02,86.0,54.0,70.0,1.0,59.0,63.0,0.0,5.0,0.0,0.1,28.48,29.86,4.5,11.0,6.0,2012,6,2,-,TSRA RA,-
154,7,2012-06-03,91.0,65.0,78.0,10.0,67.0,70.0,0.0,13.0,0.0,0.32,28.42,29.79,8.5,17.0,10.8,2012,6,3,-,RA VCTS,-
155,7,2012-06-04,91.0,70.0,81.0,8.0,65.0,70.0,0.0,16.0,0.0,0.10714596949891067,28.5,29.81,5.8,14.0,8.7,2012,6,4,-, ,-
156,7,2012-06-05,90.0,70.0,80.0,8.0,67.0,71.0,0.0,15.0,0.0,0.10714596949891067,28.46,29.79,3.2,7.0,6.5,2012,6,5,-, ,-
157,7,2012-06-06,76.0,67.0,72.0,2.0,65.0,67.0,0.0,7.0,0.0,0.99,28.52,29.85,8.4,12.0,10.1,2012,6,6,-,TSRA RA BR VCTS,-
