,station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,codesum,sunrise,sunset
33,19,2012-02-03,37.0,31.0,34.0,12.0,29.0,33.0,31.0,0.0,0.0,0.0,29.68,30.45,3.5,5.0,4.4,2012,2,3,BR HZ,0704,1707
34,19,2012-02-04,40.0,29.0,35.0,12.0,27.0,33.0,30.0,0.0,0.0,0.0,29.5,30.3,4.9,7.0,6.1,2012,2,4, ,0703,1708
35,19,2012-02-05,42.0,29.0,36.0,13.0,27.0,32.0,29.0,0.0,0.0,0.0,29.49,30.28,3.1,33.0,5.8,2012,2,5,HZ,0702,1709
36,19,2012-02-06,42.0,28.0,35.0,12.0,26.0,30.0,30.0,0.0,0.0,0.0,29.36,30.14,9.4,26.0,9.7,2012,2,6,BR HZ,0701,1711
37,19,2012-02-07,36.0,24.0,30.0,7.0,22.0,27.0,35.0,0.0,0.0,0.0,29.6,30.36,12.2,1.0,13.2,2012,2,7, ,0660,1712
38,19,2012-02-08,34.0,20.0,27.0,3.0,11.0,22.0,38.0,0.0,0.0,0.0,29.55,30.34,7.8,29.0,8.3,2012,2,8, ,0659,1713
39,19,2012-02-09,37.0,20.0,29.0,5.0,14.0,24.0,36.0,0.0,0.0,0.0,29.36,30.17,11.2,24.0,11.4,2012,2,9, ,0657,1715
40,19,2012-02-10,33.0,10.0,22.0,2.0,14.0,21.0,43.0,0.0,1.9,0.04,29.29,30.1,9.5,33.0,14.3,2012,2,10,SN BR HZ BLSN,0656,1716
41,19,2012-02-11,18.0,7.0,13.0,11.0,1.0,10.0,52.0,0.0,0.0,0.0,29.55,30.34,16.1,30.0,16.5,2012,2,11, ,0655,1717
42,19,2012-02-12,33.0,14.0,24.0,1.0,2.0,18.0,41.0,0.0,0.0,0.0,29.47,30.27,11.7,28.0,12.0,2012,2,12, ,0653,1719
43,19,2012-02-13,31.0,16.0,24.0,1.0,15.0,22.0,41.0,0.0,0.4,0.03,29.23,30.04,6.1,20.0,6.8,2012,2,13,SN BR,0652,1720
44,19,2012-02-14,35.0,28.0,32.0,7.0,26.0,30.0,33.0,0.0,0.2,0.03,29.13,29.89,7.5,23.0,7.7,2012,2,14,SN BR HZ,0651,1721
45,19,2012-02-15,48.0,33.0,41.0,16.0,32.0,35.0,24.0,0.0,0.0,0.02,29.24,30.01,6.5,20.0,8.0,2012,2,15,RA BR HZ,0649,1723
46,19,2012-02-16,45.0,34.0,40.0,14.0,26.0,34.0,25.0,0.0,0.0,0.0,29.27,30.03,7.8,28.0,8.5,2012,2,16,RA BR HZ,0648,1724
47,19,2012-02-17,40.0,26.0,33.0,7.0,26.0,31.0,32.0,0.0,0.1,0.01,29.29,30.06,3.6,23.0,5.2,2012,2,17,SN BR,0646,1725
48,19,2012-02-18,38.0,23.0,31.0,5.0,19.0,27.0,34.0,0.0,0.0,0.0,29.43,30.18,6.0,36.0,7.3,2012,2,18, ,0645,1726
49,19,2012-02-19,37.0,19.0,28.0,1.0,20.0,26.0,37.0,0.0,0.0,0.0,29.44,30.21,2.2,16.0,4.2,2012,2,19,BR HZ,0643,1728
50,19,2012-02-20,41.0,21.0,31.0,4.0,22.0,29.0,34.0,0.0,0.0,0.0,29.38,30.18,9.7,15.0,10.3,2012,2,20,HZ,0642,1729
51,19,2012-02-21,42.0,33.0,38.0,11.0,29.0,33.0,27.0,0.0,0.1,0.05,28.87,29.67,9.4,23.0,11.8,2012,2,21,RA SN BR HZ,0640,1730
52,19,2012-02-22,45.0,29.0,37.0,10.0,26.0,32.0,28.0,0.0,0.0,0.01,28.72,29.51,8.8,25.0,9.4,2012,2,22,RA,0639,1732
53,19,2012-02-23,39.0,23.0,31.0,3.0,28.0,30.0,34.0,0.0,1.6,0.12,28.8,29.94,6.0,7.0,7.4,2012,2,23,RA SN BR HZ,0637,1733
54,19,2012-02-24,35.0,27.0,31.0,3.0,25.0,29.0,34.0,0.0,4.7,0.5,28.96,29.69,10.4,32.0,13.5,2012,2,24,SN BR HZ,0636,1734
55,19,2012-02-25,31.0,17.0,24.0,4.0,13.0,21.0,41.0,0.0,0.4,0.02,29.42,30.17,9.2,28.0,10.8,2012,2,25, ,0634,1735
56,19,2012-02-26,45.0,12.0,29.0,0.0,22.0,29.0,36.0,0.0,0.0,0.0,29.29,30.09,9.3,18.0,10.9,2012,2,26,HZ,0633,1737
57,19,2012-02-27,38.0,26.0,32.0,3.0,18.0,27.0,33.0,0.0,0.0,0.0,29.56,30.3,11.5,27.0,11.8,2012,2,27, ,0631,1738
58,19,2012-02-28,38.0,21.0,30.0,1.0,26.0,30.0,35.0,0.0,0.0,0.19,29.44,30.26,8.2,13.0,9.2,2012,2,28,RA DZ BR,0629,1739
59,19,2012-02-29,53.0,33.0,43.0,14.0,32.0,34.0,22.0,0.0,0.2,0.51,28.74,29.53,8.8,19.0,18.0,2012,2,29,RA DZ SN BR,0624,1737
60,19,2012-03-01,39.0,34.0,37.0,7.0,29.0,33.0,28.0,0.0,0.0,0.0,29.03,29.78,5.7,27.0,7.0,2012,3,1, ,0628,1741
61,19,2012-03-02,38.0,32.0,35.0,5.0,25.0,29.0,30.0,0.0,4.2,0.64,28.77,29.69,7.6,36.0,12.7,2012,3,2,RA SN BR HZ,0626,1742
62,19,2012-03-03,34.0,27.0,31.0,1.0,22.0,28.0,34.0,0.0,4.7,0.5,28.94,29.68,12.7,27.0,12.9,2012,3,3,SN,0625,1743
63,19,2012-03-04,28.0,20.0,24.0,7.0,20.0,24.0,41.0,0.0,0.9,0.02,29.15,29.88,5.7,35.0,6.6,2012,3,4,SN BR HZ,0623,1744
64,19,2012-03-05,32.0,15.0,24.0,7.0,16.0,23.0,41.0,0.0,0.0,0.0,29.5,30.26,4.1,21.0,6.5,2012,3,5,BR HZ,0621,1745
65,19,2012-03-06,63.0,30.0,47.0,16.0,31.0,39.0,18.0,0.0,0.0,0.0,29.16,29.95,14.5,20.0,14.9,2012,3,6, ,0620,1747
66,19,2012-03-07,66.0,52.0,59.0,27.0,42.0,50.0,6.0,0.0,0.0,0.06,29.05,29.82,22.3,21.0,22.7,2012,3,7,RA BR,0618,1748
67,19,2012-03-08,55.0,35.0,45.0,13.0,24.0,34.0,20.0,0.0,0.0,0.27,29.31,30.03,15.0,29.0,15.7,2012,3,8,RA BR HZ,0616,1749
68,19,2012-03-09,35.0,25.0,30.0,2.0,11.0,25.0,35.0,0.0,0.0,0.0,29.71,30.44,9.6,30.0,12.1,2012,3,9, ,0614,1750
69,19,2012-03-10,59.0,29.0,44.0,11.0,24.0,36.0,21.0,0.0,0.0,0.0,29.47,30.25,17.0,21.0,18.0,2012,3,10, ,0613,1752
70,19,2012-03-11,66.0,40.0,53.0,20.0,30.0,42.0,12.0,0.0,0.0,0.04,29.37,30.16,9.3,20.0,10.6,2012,3,11,RA,0611,1753
71,19,2012-03-12,60.0,46.0,53.0,19.0,46.0,49.0,12.0,0.0,0.0,0.9,29.07,29.83,7.3,21.0,9.8,2012,3,12,TSRA RA BR,0609,1754
72,19,2012-03-13,66.0,45.0,56.0,22.0,34.0,45.0,9.0,0.0,0.0,0.0,29.29,30.03,6.4,26.0,8.4,2012,3,13, ,0608,1755
73,19,2012-03-14,78.0,39.0,59.0,25.0,49.0,55.0,6.0,0.0,0.0,0.0,29.18,29.93,10.7,21.0,11.3,2012,3,14, ,0606,1756
74,19,2012-03-15,72.0,44.0,58.0,23.0,46.0,50.0,7.0,0.0,0.0,0.13,29.24,29.98,2.0,3.0,5.4,2012,3,15,BR HZ,0604,1758
75,19,2012-03-16,58.0,45.0,52.0,17.0,44.0,47.0,13.0,0.0,0.0,0.0,29.29,30.04,2.3,8.0,4.0,2012,3,16,HZ,0602,1759
76,19,2012-03-17,74.0,58.0,66.0,31.0,53.0,58.0,0.0,1.0,0.0,0.0,29.26,30.0,9.0,18.0,10.1,2012,3,17, ,0601,1760
77,19,2012-03-18,79.0,55.0,67.0,31.0,53.0,58.0,0.0,2.0,0.0,0.0,29.23,29.98,7.7,18.0,9.0,2012,3,18,HZ,0559,1801
78,19,2012-03-19,72.0,52.0,62.0,26.0,56.0,59.0,3.0,0.0,0.0,0.0,29.2,29.94,6.2,17.0,7.2,2012,3,19, ,0557,1801
79,19,2012-03-20,83.0,52.0,68.0,32.0,50.0,57.0,0.0,3.0,0.0,0.0,29.24,29.97,8.1,16.0,9.0,2012,3,20, ,0555,1802
80,19,2012-03-21,84.0,56.0,70.0,33.0,53.0,59.0,0.0,5.0,0.0,0.0,29.3,30.03,6.3,17.0,7.6,2012,3,21,HZ,0554,1804
81,19,2012-03-22,74.0,49.0,62.0,25.0,49.0,53.0,3.0,0.0,0.0,0.13,29.31,30.06,3.4,3.0,4.5,2012,3,22,RA BR HZ,0552,1805
82,19,2012-03-23,56.0,47.0,52.0,15.0,52.0,53.0,13.0,0.0,0.0,0.75,29.15,29.94,3.4,4.0,3.8,2012,3,23,RA BR,0550,1806
83,19,2012-03-24,60.0,46.0,53.0,15.0,44.0,47.0,12.0,0.0,0.0,0.0,29.15,30.04,4.4,2.0,4.9,2012,3,24,BR HZ,0548,1807
84,19,2012-03-25,61.0,37.0,49.0,11.0,43.0,46.0,16.0,0.0,0.0,0.0,29.36,30.08,9.8,3.0,9.9,2012,3,25,BCFG BR HZ,0547,1808
85,19,2012-03-26,41.0,34.0,38.0,0.0,29.0,34.0,27.0,0.0,0.0,0.0,29.59,30.36,14.1,5.0,15.5,2012,3,26, ,0545,1809
86,19,2012-03-27,71.0,40.0,56.0,17.0,37.0,46.0,9.0,0.0,0.0,0.0,29.15,29.95,16.1,18.0,18.0,2012,3,27, ,0543,1811
87,19,2012-03-28,64.0,39.0,52.0,13.0,36.0,45.0,13.0,0.0,0.0,0.0,29.18,29.91,11.6,31.0,14.3,2012,3,28, ,0541,1812
88,19,2012-03-29,43.0,36.0,40.0,1.0,32.0,36.0,25.0,0.0,0.0,0.0,29.34,30.11,10.6,5.0,11.1,2012,3,29, ,0539,1813
89,19,2012-03-30,41.0,37.0,39.0,1.0,35.0,37.0,26.0,0.0,0.0,0.38,29.12,29.89,9.4,8.0,11.5,2012,3,30,TSRA RA BR,0538,1814
90,19,2012-03-31,40.0,36.0,38.0,2.0,33.0,36.0,27.0,0.0,0.0,0.0,29.17,29.96,5.6,12.0,7.3,2012,3,31,BR,0536,1815
91,19,2012-04-01,48.0,37.0,43.0,3.0,39.0,41.0,22.0,0.0,0.0,0.53,29.04,29.79,7.7,3.0,8.2,2012,4,1,BR HZ,0534,1816
92,19,2012-04-02,52.0,42.0,47.0,6.0,37.0,42.0,18.0,0.0,0.0,0.0,29.2,29.94,10.9,10.0,11.8,2012,4,2, ,0532,1818
93,19,2012-04-03,53.0,44.0,49.0,8.0,39.0,43.0,16.0,0.0,0.0,0.0,29.21,29.94,6.6,5.0,10.7,2012,4,3, ,0531,1819
94,19,2012-04-04,49.0,36.0,43.0,2.0,33.0,40.0,22.0,0.0,0.0,0.0,29.26,30.01,12.0,2.0,12.1,2012,4,4, ,0529,1820
95,19,2012-04-05,43.0,38.0,41.0,1.0,31.0,36.0,24.0,0.0,0.0,0.0,29.39,30.13,15.9,3.0,16.2,2012,4,5, ,0527,1821
96,19,2012-04-06,48.0,33.0,41.0,1.0,31.0,37.0,24.0,0.0,0.0,0.0,29.53,30.29,4.3,5.0,4.7,2012,4,6, ,0526,1822
97,19,2012-04-07,60.0,32.0,46.0,4.0,34.0,42.0,19.0,0.0,0.0,0.0,29.43,30.2,4.8,17.0,7.8,2012,4,7,RA,0524,1823
98,19,2012-04-08,62.0,45.0,54.0,11.0,29.0,42.0,11.0,0.0,0.0,0.0,29.39,30.15,10.5,29.0,11.7,2012,4,8, ,0522,1824
99,19,2012-04-09,58.0,37.0,48.0,5.0,23.0,39.0,17.0,0.0,0.0,0.0,29.23,29.98,12.9,30.0,14.0,2012,4,9, ,0520,1826
100,19,2012-04-10,42.0,34.0,38.0,5.0,17.0,31.0,27.0,0.0,0.0,0.0,29.34,30.09,12.2,32.0,12.4,2012,4,10, ,0519,1827
101,19,2012-04-11,48.0,31.0,40.0,4.0,27.0,35.0,25.0,0.0,0.0,0.0,29.51,30.26,4.0,2.0,7.2,2012,4,11, ,0517,1828
102,19,2012-04-12,58.0,31.0,45.0,1.0,29.0,38.0,20.0,0.0,0.0,0.0,29.46,30.22,3.3,13.0,5.2,2012,4,12, ,0515,1829
103,19,2012-04-13,58.0,33.0,46.0,2.0,35.0,42.0,19.0,0.0,0.0,0.0,29.34,30.13,7.9,15.0,9.0,2012,4,13,BR,0514,1830
104,19,2012-04-14,69.0,48.0,59.0,14.0,51.0,55.0,6.0,0.0,0.0,0.06,29.1,29.88,6.4,19.0,7.8,2012,4,14,TSRA BR HZ,0512,1831
105,19,2012-04-15,74.0,57.0,66.0,21.0,59.0,62.0,0.0,1.0,0.0,1.0,28.85,29.63,14.4,20.0,15.5,2012,4,15,TSRA RA BR HZ,0510,1833
106,19,2012-04-16,68.0,41.0,55.0,10.0,40.0,47.0,10.0,0.0,0.0,0.17,29.1,29.78,16.6,24.0,19.6,2012,4,16,RA,0509,1834
107,19,2012-04-17,45.0,38.0,42.0,4.0,34.0,39.0,23.0,0.0,0.0,0.0,29.58,30.31,4.3,10.0,7.1,2012,4,17, ,0507,1835
108,19,2012-04-18,70.0,39.0,55.0,9.0,43.0,50.0,10.0,0.0,0.0,0.0,29.25,30.04,10.9,21.0,12.7,2012,4,18,RA,0506,1836
109,19,2012-04-19,58.0,39.0,49.0,3.0,39.0,41.0,16.0,0.0,0.0,0.68,29.17,29.95,14.0,2.0,14.2,2012,4,19,RA BR,0504,1837
110,19,2012-04-20,44.0,39.0,42.0,5.0,37.0,40.0,23.0,0.0,0.0,0.23,29.16,29.89,15.8,1.0,16.1,2012,4,20,RA DZ BR,0502,1838
111,19,2012-04-21,48.0,33.0,41.0,6.0,30.0,36.0,24.0,0.0,0.0,0.0,29.29,30.05,7.2,2.0,8.0,2012,4,21, ,0501,1840
112,19,2012-04-22,50.0,37.0,44.0,3.0,26.0,37.0,21.0,0.0,0.0,0.0,29.35,30.11,9.6,3.0,11.7,2012,4,22, ,0459,1841
113,19,2012-04-23,56.0,37.0,47.0,1.0,23.0,37.0,18.0,0.0,0.0,0.0,29.17,29.96,6.6,2.0,7.9,2012,4,23, ,0458,1842
114,19,2012-04-24,61.0,41.0,51.0,3.0,25.0,40.0,14.0,0.0,0.0,0.0,28.97,29.74,1.7,21.0,8.1,2012,4,24, ,0456,1843
115,19,2012-04-25,50.0,42.0,46.0,2.0,41.0,44.0,19.0,0.0,0.0,0.25,28.97,29.73,4.5,8.0,5.6,2012,4,25,RA BR,0455,1844
116,19,2012-04-26,51.0,36.0,44.0,5.0,36.0,40.0,21.0,0.0,0.0,0.0,29.26,29.97,9.2,2.0,10.4,2012,4,26,BR,0453,1845
117,19,2012-04-27,48.0,33.0,41.0,8.0,25.0,36.0,24.0,0.0,0.0,0.0,29.49,30.23,8.0,8.0,8.8,2012,4,27, ,0452,1846
118,19,2012-04-28,43.0,40.0,42.0,8.0,35.0,39.0,23.0,0.0,0.0,0.24,29.44,30.2,10.6,8.0,11.6,2012,4,28,RA BR,0450,1848
119,19,2012-04-29,50.0,38.0,44.0,6.0,34.0,40.0,21.0,0.0,0.0,0.23,29.44,30.23,9.0,8.0,10.0,2012,4,29,RA BR,0449,1849
120,19,2012-04-30,58.0,44.0,51.0,1.0,43.0,46.0,14.0,0.0,0.0,0.0,29.2,29.97,3.4,11.0,4.0,2012,4,30, ,0447,1850
121,19,2012-05-01,55.0,49.0,52.0,1.0,47.0,50.0,13.0,0.0,0.0,0.0,29.18,29.94,5.9,13.0,6.0,2012,5,1,BR HZ,0446,1851
122,19,2012-05-02,80.0,50.0,65.0,14.0,57.0,54.0,0.0,0.0,0.0,0.1,29.08,29.81,7.9,21.0,10.3,2012,5,2,TS RA BR,0445,1852
123,19,2012-05-03,83.0,59.0,71.0,19.0,61.0,65.0,0.0,6.0,0.0,0.0,29.11,29.83,4.9,22.0,7.7,2012,5,3, ,0443,1853
124,19,2012-05-04,70.0,46.0,58.0,6.0,47.0,50.0,7.0,0.0,0.0,0.0,29.25,29.98,12.9,1.0,14.8,2012,5,4,RA DZ BR,0442,1854
125,19,2012-05-05,53.0,47.0,50.0,2.0,46.0,48.0,15.0,0.0,0.0,0.12,29.31,30.06,9.1,3.0,9.9,2012,5,5,RA BR,0441,1856
126,19,2012-05-06,61.0,46.0,54.0,2.0,48.0,49.0,11.0,0.0,0.0,2.45,29.24,29.99,6.0,8.0,10.0,2012,5,6,TSRA RA BR,0439,1857
127,19,2012-05-07,61.0,48.0,55.0,2.0,50.0,52.0,10.0,0.0,0.0,0.08,29.13,29.88,2.1,31.0,4.2,2012,5,7,RA BR HZ,0438,1858
128,19,2012-05-08,68.0,52.0,60.0,7.0,43.0,51.0,5.0,0.0,0.0,0.0,29.09,29.84,8.7,28.0,9.2,2012,5,8, ,0437,1859
129,19,2012-05-09,56.0,46.0,51.0,2.0,44.0,48.0,14.0,0.0,0.0,0.08,29.18,29.92,2.7,1.0,6.5,2012,5,9,RA BR,0436,1900
130,19,2012-05-10,62.0,41.0,52.0,2.0,35.0,45.0,13.0,0.0,0.0,0.0,29.27,30.0,3.3,12.0,6.3,2012,5,10, ,0435,1901
131,19,2012-05-11,77.0,49.0,63.0,9.0,41.0,53.0,2.0,0.0,0.0,0.0,29.31,30.05,11.4,20.0,11.8,2012,5,11, ,0433,1902
132,19,2012-05-12,69.0,50.0,60.0,5.0,41.0,49.0,5.0,0.0,0.0,0.0,29.49,30.23,8.6,2.0,9.5,2012,5,12, ,0432,1903
133,19,2012-05-13,67.0,49.0,58.0,3.0,32.0,47.0,7.0,0.0,0.0,0.0,29.44,30.2,2.5,8.0,4.1,2012,5,13, ,0431,1904
134,19,2012-05-14,79.0,52.0,66.0,11.0,34.0,50.0,0.0,1.0,0.0,0.0,29.27,30.04,3.4,22.0,5.8,2012,5,14,HZ,0430,1906
135,19,2012-05-15,85.0,48.0,67.0,11.0,44.0,55.0,0.0,2.0,0.0,0.07,29.15,29.88,7.6,26.0,12.9,2012,5,15,TS TSRA,0429,1907
136,19,2012-05-16,59.0,44.0,52.0,4.0,36.0,45.0,13.0,0.0,0.0,0.0,29.36,30.11,4.0,7.0,7.6,2012,5,16, ,0428,1908
137,19,2012-05-17,64.0,44.0,54.0,2.0,40.0,48.0,11.0,0.0,0.0,0.0,29.36,30.12,5.6,14.0,6.1,2012,5,17, ,0427,1909
138,19,2012-05-18,77.0,52.0,65.0,8.0,43.0,53.0,0.0,0.0,0.0,0.0,29.27,30.02,8.1,16.0,9.4,2012,5,18, ,0426,1910
139,19,2012-05-19,84.0,54.0,69.0,12.0,53.0,61.0,0.0,4.0,0.0,0.0,29.26,30.0,7.7,16.0,9.3,2012,5,19, ,0425,1911
140,19,2012-05-20,90.0,61.0,76.0,18.0,55.0,63.0,0.0,11.0,0.0,0.0,29.24,29.97,8.5,22.0,11.3,2012,5,20, ,0424,1912
141,19,2012-05-21,63.0,51.0,57.0,1.0,44.0,51.0,8.0,0.0,0.0,0.0,29.39,30.13,7.9,1.0,9.8,2012,5,21, ,0423,1913
142,19,2012-05-22,64.0,47.0,56.0,2.0,41.0,49.0,9.0,0.0,0.0,0.0,29.27,30.04,5.0,5.0,6.5,2012,5,22, ,0422,1914
143,19,2012-05-23,71.0,45.0,58.0,1.0,46.0,53.0,7.0,0.0,0.0,0.0,29.08,29.85,7.9,15.0,8.6,2012,5,23, ,0422,1915
144,19,2012-05-24,83.0,60.0,72.0,13.0,52.0,61.0,0.0,7.0,0.0,0.21,28.92,29.66,15.0,17.0,16.1,2012,5,24, ,0421,1916
145,19,2012-05-25,76.0,61.0,69.0,10.0,50.0,58.0,0.0,4.0,0.0,0.01,29.28,29.98,3.2,27.0,7.8,2012,5,25,RA,0420,1917
146,19,2012-05-26,69.0,57.0,63.0,3.0,56.0,58.0,2.0,0.0,0.0,0.72,29.37,30.12,5.3,8.0,9.5,2012,5,26,TS TSRA BR,0419,1918
147,19,2012-05-27,82.0,58.0,70.0,10.0,59.0,63.0,0.0,5.0,0.0,0.0,29.13,29.9,7.4,13.0,9.5,2012,5,27, ,0419,1919
148,19,2012-05-28,89.0,69.0,79.0,19.0,62.0,68.0,0.0,14.0,0.0,0.05,28.97,29.72,12.1,22.0,13.2,2012,5,28,TSRA RA,0418,1919
149,19,2012-05-29,79.0,60.0,70.0,9.0,47.0,57.0,0.0,5.0,0.0,0.0,29.07,29.79,11.2,27.0,11.9,2012,5,29, ,0417,1920
150,19,2012-05-30,65.0,48.0,57.0,4.0,46.0,51.0,8.0,0.0,0.0,0.0,29.21,29.92,6.5,1.0,9.3,2012,5,30, ,0417,1921
151,19,2012-05-31,50.0,46.0,48.0,13.0,43.0,46.0,17.0,0.0,0.0,0.23,29.23,29.99,9.2,4.0,9.9,2012,5,31,RA,0416,1922
152,19,2012-06-01,61.0,48.0,55.0,7.0,44.0,48.0,10.0,0.0,0.0,0.01,29.05,29.82,7.6,2.0,9.4,2012,6,1,RA,0416,1923
153,19,2012-06-02,75.0,48.0,62.0,1.0,41.0,52.0,3.0,0.0,0.0,0.0,28.96,29.7,11.0,27.0,11.4,2012,6,2, ,0415,1924
154,19,2012-06-03,80.0,59.0,70.0,7.0,45.0,56.0,0.0,5.0,0.0,0.0,29.06,29.78,9.0,28.0,10.0,2012,6,3,RA,0415,1924
155,19,2012-06-04,68.0,56.0,62.0,1.0,48.0,54.0,3.0,0.0,0.0,0.0,29.18,29.91,7.0,3.0,7.6,2012,6,4, ,0414,1925
