,store_nbr,item_nbr,cool,heat,preciptotal,snowfall,is_holiday
197,1,9,0.0,24.0,0.0,0.0,1
198,1,28,0.0,24.0,0.0,0.0,1
199,1,93,0.0,24.0,0.0,0.0,1
200,1,28,0.0,24.0,0.15,0.0,1
201,1,9,0.0,19.0,0.03,0.0,0
202,1,28,0.0,19.0,0.03,0.0,0
203,1,9,0.0,20.0,0.0,0.0,0
204,1,28,0.0,20.0,0.0,0.0,0
205,1,9,0.0,14.0,0.02,0.0,0
206,1,28,0.0,14.0,0.02,0.0,0
207,1,9,0.0,20.0,0.0,0.0,0
208,1,28,0.0,20.0,0.0,0.0,0
209,1,93,0.0,20.0,0.0,0.0,0
210,1,9,0.0,22.0,0.0,0.0,0
211,1,28,0.0,22.0,0.0,0.0,0
212,1,93,0.0,22.0,0.0,0.0,0
213,1,9,0.0,20.0,0.0,0.0,1
214,1,28,0.0,20.0,0.0,0.0,1
215,1,93,0.0,20.0,0.0,0.0,1
216,1,9,0.0,20.0,0.0,0.0,1
217,1,28,0.0,20.0,0.0,0.0,1
218,1,9,0.0,19.0,0.0,0.0,0
219,1,28,0.0,19.0,0.0,0.0,0
220,1,9,0.0,12.0,0.0,0.0,0
221,1,28,0.0,12.0,0.0,0.0,0
222,1,93,0.0,12.0,0.0,0.0,0
223,1,9,0.0,14.0,0.0,0.0,0
224,1,28,0.0,14.0,0.0,0.0,0
225,1,9,0.0,17.0,0.21,0.0,0
226,1,28,0.0,17.0,0.21,0.0,0
227,1,93,0.0,17.0,0.21,0.0,0
228,1,9,0.0,15.0,0.0,0.0,0
229,1,28,0.0,15.0,0.0,0.0,0
230,1,28,0.0,9.0,0.0,0.0,1
231,1,93,0.0,9.0,0.0,0.0,1
232,1,9,1.0,0.0,0.0,0.0,1
233,1,28,1.0,0.0,0.0,0.0,1
234,1,93,1.0,0.0,0.0,0.0,1
235,1,28,12.0,0.0,0.02,0.0,0
236,1,28,6.0,0.0,0.0,0.0,0
237,1,9,0.0,10.0,0.0,0.0,0
238,1,93,0.0,10.0,0.0,0.0,0
239,1,9,0.0,9.0,0.0,0.0,0
240,1,28,0.0,9.0,0.0,0.0,0
241,1,9,0.0,0.0,0.0,0.0,0
242,1,28,0.0,0.0,0.0,0.0,0
243,1,93,0.0,0.0,0.0,0.0,0
244,1,9,3.0,0.0,0.0,0.0,1
245,1,28,3.0,0.0,0.0,0.0,1
246,1,93,3.0,0.0,0.0,0.0,1
247,1,9,0.0,12.0,0.88,0.0,1
248,1,28,0.0,12.0,0.88,0.0,1
249,1,89,0.0,12.0,0.88,0.0,1
250,1,93,0.0,12.0,0.88,0.0,1
251,1,28,0.0,10.0,1.67,0.0,0
252,1,28,0.0,11.0,0.0,0.0,0
253,1,28,0.0,11.0,0.0,0.0,0
254,1,28,0.0,13.0,0.02,0.0,0
255,1,93,0.0,13.0,0.02,0.0,0
256,1,28,0.0,17.0,0.04,0.0,0
257,1,9,0.0,17.0,0.0,0.0,1
258,1,28,0.0,17.0,0.0,0.0,1
259,1,93,0.0,17.0,0.0,0.0,1
260,1,9,0.0,16.0,0.0,0.0,1
261,1,28,0.0,16.0,0.0,0.0,1
262,1,28,0.0,15.0,0.0,0.0,0
263,1,9,0.0,17.0,0.68,0.0,0
264,1,28,0.0,17.0,0.68,0.0,0
265,1,93,0.0,17.0,0.68,0.0,0
266,1,28,0.0,16.0,0.01,0.0,0
267,1,93,0.0,16.0,0.01,0.0,0
268,1,28,0.0,14.0,0.06,0.0,0
269,1,28,0.0,7.0,0.01,0.0,1
270,1,93,0.0,7.0,0.01,0.0,1
271,1,9,0.0,10.0,0.0,0.0,1
272,1,28,0.0,10.0,0.0,0.0,1
273,1,9,0.0,7.0,0.0,0.0,0
274,1,28,0.0,7.0,0.0,0.0,0
275,1,93,0.0,7.0,0.0,0.0,0
276,1,9,0.0,12.0,0.38,0.0,0
277,1,28,0.0,12.0,0.38,0.0,0
278,1,93,0.0,12.0,0.38,0.0,0
279,1,9,0.0,4.0,0.34,0.0,0
280,1,28,0.0,4.0,0.34,0.0,0
281,1,93,0.0,4.0,0.34,0.0,0
282,1,9,0.0,7.0,0.78,0.0,0
283,1,28,0.0,7.0,0.78,0.0,0
284,1,93,0.0,7.0,0.78,0.0,0
285,1,9,0.0,10.0,0.0,0.0,0
286,1,28,0.0,10.0,0.0,0.0,0
287,1,93,0.0,10.0,0.0,0.0,0
288,1,28,0.0,4.0,0.0,0.0,1
289,1,93,0.0,4.0,0.0,0.0,1
290,1,9,3.0,0.0,0.0,0.0,1
291,1,28,3.0,0.0,0.0,0.0,1
292,1,9,0.0,1.0,0.06,0.0,0
293,1,9,2.0,0.0,0.37,0.0,0
294,1,28,2.0,0.0,0.37,0.0,0
295,1,93,2.0,0.0,0.37,0.0,0
296,1,28,4.0,0.0,0.01,0.0,0
297,1,93,4.0,0.0,0.01,0.0,0
298,1,9,0.0,7.0,0.0,0.0,0
299,1,28,0.0,7.0,0.0,0.0,0
300,1,93,0.0,7.0,0.0,0.0,0
301,1,9,0.0,7.0,0.0,0.0,0
302,1,28,0.0,3.0,0.0,0.0,1
303,1,93,0.0,3.0,0.0,0.0,1
304,1,9,2.0,0.0,0.0,0.0,1
305,1,28,2.0,0.0,0.0,0.0,1
306,1,28,0.0,4.0,0.07,0.0,0
307,1,28,0.0,3.0,0.53,0.0,0
308,1,93,0.0,3.0,0.53,0.0,0
309,1,9,5.0,0.0,0.01,0.0,0
310,1,28,5.0,0.0,0.01,0.0,0
311,1,93,5.0,0.0,0.01,0.0,0
312,1,28,4.0,0.0,0.0,0.0,0
313,1,93,4.0,0.0,0.0,0.0,0
314,1,28,3.0,0.0,0.02,0.0,0
315,1,93,3.0,0.0,0.02,0.0,0
316,1,9,9.0,0.0,0.0,0.0,1
317,1,28,9.0,0.0,0.0,0.0,1
318,1,9,2.0,0.0,0.0,0.0,1
319,1,9,3.0,0.0,0.11,0.0,1
320,1,28,3.0,0.0,0.11,0.0,1
321,1,9,4.0,0.0,0.0,0.0,0
322,1,28,4.0,0.0,0.0,0.0,0
323,1,28,5.0,0.0,0.01,0.0,0
324,1,93,5.0,0.0,0.01,0.0,0
325,1,28,6.0,0.0,0.0,0.0,0
326,1,9,0.0,1.0,0.0,0.0,0
327,1,28,0.0,1.0,0.0,0.0,0
328,1,9,0.0,7.0,1.27,0.0,1
329,1,28,0.0,7.0,1.27,0.0,1
330,1,28,0.0,8.0,0.03,0.0,1
331,1,9,0.0,13.0,0.41,0.0,0
332,1,28,0.0,13.0,0.41,0.0,0
333,1,9,0.0,11.0,0.02,0.0,0
334,1,93,0.0,11.0,0.02,0.0,0
335,1,9,0.0,7.0,0.02,0.0,0
336,1,28,0.0,7.0,0.02,0.0,0
337,1,93,0.0,7.0,0.02,0.0,0
338,1,9,0.0,4.0,0.02,0.0,0
339,1,93,0.0,4.0,0.02,0.0,0
340,1,28,2.0,0.0,0.09,0.0,0
341,1,9,3.0,0.0,0.0,0.0,1
342,1,28,3.0,0.0,0.0,0.0,1
343,1,93,3.0,0.0,0.0,0.0,1
344,1,9,2.0,0.0,0.02,0.0,1
345,1,28,2.0,0.0,0.02,0.0,1
346,1,93,2.0,0.0,0.02,0.0,1
347,1,9,0.0,0.0,0.0,0.0,0
348,1,28,0.0,0.0,0.0,0.0,0
349,1,28,4.0,0.0,0.01,0.0,0
350,1,28,1.0,0.0,0.85,0.0,0
351,1,28,1.0,0.0,0.3,0.0,0
352,1,9,0.0,2.0,0.0,0.0,0
353,1,28,0.0,2.0,0.0,0.0,0
354,1,9,0.0,7.0,0.0,0.0,1
355,1,28,0.0,7.0,0.0,0.0,1
356,1,93,0.0,7.0,0.0,0.0,1
357,1,9,0.0,6.0,0.02,0.0,1
358,1,28,0.0,6.0,0.02,0.0,1
359,1,93,0.0,6.0,0.02,0.0,1
360,1,28,0.0,2.0,0.0,0.0,0
361,1,28,1.0,0.0,0.0,0.0,0
362,1,9,16.0,0.0,0.0,0.0,0
363,1,28,16.0,0.0,0.0,0.0,0
364,1,93,16.0,0.0,0.0,0.0,0
365,1,9,20.0,0.0,0.0,0.0,0
366,1,28,20.0,0.0,0.0,0.0,0
367,1,28,18.0,0.0,0.0,0.0,0
368,1,28,10.0,0.0,0.62,0.0,1
369,1,9,7.0,0.0,0.0,0.0,1
370,1,28,7.0,0.0,0.0,0.0,1
371,1,9,3.0,0.0,0.78,0.0,0
372,1,28,3.0,0.0,0.78,0.0,0
373,1,93,3.0,0.0,0.78,0.0,0
374,1,28,1.0,0.0,0.0,0.0,0
375,1,93,1.0,0.0,0.0,0.0,0
376,1,28,8.0,0.0,0.0,0.0,0
377,1,93,8.0,0.0,0.0,0.0,0
378,1,9,13.0,0.0,0.19,0.0,0
379,1,28,13.0,0.0,0.19,0.0,0
380,1,93,13.0,0.0,0.19,0.0,0
381,1,28,10.0,0.0,0.0,0.0,1
382,1,93,10.0,0.0,0.0,0.0,1
383,1,9,14.0,0.0,0.0,0.0,1
384,1,28,14.0,0.0,0.0,0.0,1
385,1,9,10.0,0.0,0.0,0.0,0
386,1,28,10.0,0.0,0.0,0.0,0
387,1,51,10.0,0.0,0.0,0.0,0
388,1,9,9.0,0.0,0.0,0.0,0
389,1,28,9.0,0.0,0.0,0.0,0
390,1,93,9.0,0.0,0.0,0.0,0
391,1,28,13.0,0.0,0.39,0.0,1
392,1,93,13.0,0.0,0.39,0.0,1
393,1,28,11.0,0.0,1.11,0.0,0
394,1,28,11.0,0.0,0.0,0.0,0
395,1,89,11.0,0.0,0.0,0.0,0
396,1,93,11.0,0.0,0.0,0.0,0
397,1,28,11.0,0.0,1.11,0.0,1
398,1,89,11.0,0.0,1.11,0.0,1
399,1,9,11.0,0.0,0.0,0.0,1
400,1,28,11.0,0.0,0.0,0.0,1
401,1,93,11.0,0.0,0.0,0.0,1
402,1,9,6.0,0.0,0.0,0.0,0
403,1,28,6.0,0.0,0.0,0.0,0
404,1,9,5.0,0.0,0.02,0.0,0
405,1,28,5.0,0.0,0.02,0.0,0
406,1,9,8.0,0.0,0.0,0.0,0
407,1,28,8.0,0.0,0.0,0.0,0
408,1,89,8.0,0.0,0.0,0.0,0
409,1,93,8.0,0.0,0.0,0.0,0
410,1,28,11.0,0.0,0.0,0.0,0
411,1,89,11.0,0.0,0.0,0.0,0
412,1,93,11.0,0.0,0.0,0.0,0
413,1,28,15.0,0.0,0.0,0.0,0
414,1,89,15.0,0.0,0.0,0.0,0
415,1,93,15.0,0.0,0.0,0.0,0
416,1,28,17.0,0.0,0.0,0.0,1
417,1,93,17.0,0.0,0.0,0.0,1
418,1,28,16.0,0.0,0.0,0.0,1
419,1,9,18.0,0.0,0.02,0.0,0
420,1,28,18.0,0.0,0.02,0.0,0
421,1,93,18.0,0.0,0.02,0.0,0
422,1,9,18.0,0.0,0.0,0.0,0
423,1,28,18.0,0.0,0.0,0.0,0
424,1,9,16.0,0.0,0.15,0.0,0
425,1,28,16.0,0.0,0.15,0.0,0
426,1,93,16.0,0.0,0.15,0.0,0
427,1,28,10.0,0.0,0.0,0.0,0
428,1,89,10.0,0.0,0.0,0.0,0
429,1,93,10.0,0.0,0.0,0.0,0
430,1,9,1.0,0.0,0.0,0.0,0
431,1,28,1.0,0.0,0.0,0.0,0
432,1,89,1.0,0.0,0.0,0.0,0
433,1,93,1.0,0.0,0.0,0.0,0
434,1,9,4.0,0.0,0.02,0.0,1
435,1,28,4.0,0.0,0.02,0.0,1
436,1,89,4.0,0.0,0.02,0.0,1
437,1,93,4.0,0.0,0.02,0.0,1
438,1,28,10.0,0.0,0.0,0.0,1
439,1,93,10.0,0.0,0.0,0.0,1
440,1,9,12.0,0.0,0.05,0.0,0
441,1,28,12.0,0.0,0.05,0.0,0
442,1,93,12.0,0.0,0.05,0.0,0
443,1,9,16.0,0.0,0.07,0.0,0
444,1,28,16.0,0.0,0.07,0.0,0
445,1,93,16.0,0.0,0.07,0.0,0
446,1,9,8.0,0.0,0.0,0.0,0
447,1,28,8.0,0.0,0.0,0.0,0
448,1,89,8.0,0.0,0.0,0.0,0
449,1,9,11.0,0.0,1.11,0.0,0
450,1,28,11.0,0.0,1.11,0.0,0
451,1,9,7.0,0.0,0.02,0.0,0
452,1,28,7.0,0.0,0.02,0.0,0
453,1,40,7.0,0.0,0.02,0.0,0
454,1,99,7.0,0.0,0.02,0.0,0
455,1,9,9.0,0.0,0.21,0.0,1
456,1,28,9.0,0.0,0.21,0.0,1
457,1,93,9.0,0.0,0.21,0.0,1
458,1,99,9.0,0.0,0.21,0.0,1
459,1,9,3.0,0.0,0.05,0.0,1
460,1,28,3.0,0.0,0.05,0.0,1
461,1,93,3.0,0.0,0.05,0.0,1
462,1,99,3.0,0.0,0.05,0.0,1
463,1,9,7.0,0.0,0.0,0.0,0
464,1,28,7.0,0.0,0.0,0.0,0
465,1,93,7.0,0.0,0.0,0.0,0
466,1,28,6.0,0.0,0.55,0.0,0
467,1,9,11.0,0.0,0.31,0.0,0
468,1,28,11.0,0.0,0.31,0.0,0
469,1,93,11.0,0.0,0.31,0.0,0
470,1,99,15.0,0.0,0.06,0.0,0
471,1,9,19.0,0.0,0.0,0.0,0
472,1,28,19.0,0.0,0.0,0.0,0
473,1,93,19.0,0.0,0.0,0.0,0
474,1,9,16.0,0.0,0.0,0.0,1
475,1,28,16.0,0.0,0.0,0.0,1
476,1,93,16.0,0.0,0.0,0.0,1
477,1,28,17.0,0.0,0.09,0.0,1
478,1,93,17.0,0.0,0.09,0.0,1
479,1,9,9.0,0.0,0.0,0.0,0
480,1,28,9.0,0.0,0.0,0.0,0
481,1,93,9.0,0.0,0.0,0.0,0
482,1,99,9.0,0.0,0.0,0.0,0
483,1,9,8.0,0.0,0.0,0.0,0
484,1,28,8.0,0.0,0.0,0.0,0
485,1,99,8.0,0.0,0.0,0.0,0
486,1,28,13.0,0.0,0.0,0.0,0
487,1,89,13.0,0.0,0.0,0.0,0
488,1,9,15.0,0.0,0.0,0.0,0
489,1,28,15.0,0.0,0.0,0.0,0
490,1,89,15.0,0.0,0.0,0.0,0
491,1,99,15.0,0.0,0.0,0.0,0
492,1,28,14.0,0.0,0.71,0.0,0
493,1,89,14.0,0.0,0.71,0.0,0
494,1,93,14.0,0.0,0.71,0.0,0
495,1,9,11.0,0.0,0.03,0.0,1
496,1,28,11.0,0.0,0.03,0.0,1
497,1,89,11.0,0.0,0.03,0.0,1
498,1,9,15.0,0.0,0.01,0.0,1
499,1,28,15.0,0.0,0.01,0.0,1
500,1,89,15.0,0.0,0.01,0.0,1
501,1,93,15.0,0.0,0.01,0.0,1
502,1,9,12.0,0.0,0.0,0.0,0
503,1,28,12.0,0.0,0.0,0.0,0
504,1,99,12.0,0.0,0.0,0.0,0
505,1,28,11.0,0.0,0.0,0.0,0
506,1,93,11.0,0.0,0.0,0.0,0
507,1,9,13.0,0.0,0.66,0.0,0
508,1,28,13.0,0.0,0.66,0.0,0
509,1,9,11.0,0.0,0.29,0.0,0
510,1,28,11.0,0.0,0.29,0.0,0
511,1,99,11.0,0.0,0.29,0.0,0
512,1,9,11.0,0.0,0.22,0.0,0
513,1,28,11.0,0.0,0.22,0.0,0
514,1,89,11.0,0.0,0.22,0.0,0
515,1,93,11.0,0.0,0.22,0.0,0
516,1,28,5.0,0.0,1.11,0.0,1
517,1,89,5.0,0.0,1.11,0.0,1
518,1,93,5.0,0.0,1.11,0.0,1
519,1,99,5.0,0.0,1.11,0.0,1
520,1,28,2.0,0.0,0.0,0.0,1
521,1,9,5.0,0.0,1.11,0.0,0
522,1,28,5.0,0.0,1.11,0.0,0
523,1,89,5.0,0.0,1.11,0.0,0
524,1,9,9.0,0.0,0.0,0.0,0
525,1,28,9.0,0.0,0.0,0.0,0
526,1,28,7.0,0.0,0.0,0.0,0
527,1,93,7.0,0.0,0.0,0.0,0
528,1,9,11.0,0.0,0.0,0.0,0
529,1,28,11.0,0.0,0.0,0.0,0
530,1,89,11.0,0.0,0.0,0.0,0
531,1,9,9.0,0.0,0.0,0.0,0
532,1,28,9.0,0.0,0.0,0.0,0
533,1,93,9.0,0.0,0.0,0.0,0
534,1,9,8.0,0.0,0.0,0.0,1
535,1,28,8.0,0.0,0.0,0.0,1
536,1,93,8.0,0.0,0.0,0.0,1
537,1,99,8.0,0.0,0.0,0.0,1
538,1,28,8.0,0.0,0.0,0.0,1
539,1,9,10.0,0.0,0.0,0.0,0
540,1,28,10.0,0.0,0.0,0.0,0
541,1,93,10.0,0.0,0.0,0.0,0
542,1,99,10.0,0.0,0.0,0.0,0
543,1,28,12.0,0.0,0.26,0.0,0
544,1,9,3.0,0.0,0.0,0.0,0
545,1,93,3.0,0.0,0.0,0.0,0
546,1,9,4.0,0.0,0.0,0.0,0
547,1,28,4.0,0.0,0.0,0.0,0
548,1,28,12.0,0.0,0.0,0.0,0
549,1,93,12.0,0.0,0.0,0.0,0
550,1,28,4.0,0.0,0.0,0.0,1
551,1,99,4.0,0.0,0.0,0.0,1
552,1,28,3.0,0.0,0.01,0.0,1
553,1,93,3.0,0.0,0.01,0.0,1
554,1,28,5.0,0.0,0.0,0.0,1
555,1,99,5.0,0.0,0.0,0.0,1
556,1,9,4.0,0.0,0.69,0.0,0
557,1,9,11.0,0.0,0.42,0.0,0
558,1,28,11.0,0.0,0.42,0.0,0
559,1,89,11.0,0.0,0.42,0.0,0
560,1,9,9.0,0.0,1.11,0.0,0
561,1,28,9.0,0.0,1.11,0.0,0
562,1,93,9.0,0.0,1.11,0.0,0
563,1,9,12.0,0.0,0.0,0.0,0
564,1,28,12.0,0.0,0.0,0.0,0
565,1,93,12.0,0.0,0.0,0.0,0
566,1,9,10.0,0.0,0.19,0.0,1
567,1,28,10.0,0.0,0.19,0.0,1
568,1,93,10.0,0.0,0.19,0.0,1
569,1,28,1.0,0.0,0.01,0.0,1
570,1,93,1.0,0.0,0.01,0.0,1
571,1,9,0.0,4.0,0.0,0.0,0
572,1,28,0.0,4.0,0.0,0.0,0
573,1,9,0.0,3.0,0.0,0.0,0
574,1,28,0.0,3.0,0.0,0.0,0
575,1,9,0.0,0.0,0.0,0.0,0
576,1,28,0.0,0.0,0.0,0.0,0
577,1,93,0.0,0.0,0.0,0.0,0
578,1,9,6.0,0.0,0.0,0.0,0
579,1,28,6.0,0.0,0.0,0.0,0
